GSM31251.tmn_LEVEL	GSM6641.tmn_LEVEL	GSM6654.tmn_LEVEL	GSM6652.tmn_LEVEL	GSM31548.tmn_LEVEL	GSM31382.tmn_LEVEL	GSM31504.tmn_LEVEL	GSM31481.tmn_LEVEL	GSM6629.tmn_LEVEL	GSM31510.tmn_LEVEL	GSM31502.tmn_LEVEL	GSM6668.tmn_LEVEL	GSM6661.tmn_LEVEL	GSM31428.tmn_LEVEL	GSM7601.tmn_LEVEL	GSM6665.tmn_LEVEL	GSM6669.tmn_LEVEL	GSM31356.tmn_LEVEL	GSM6655.tmn_LEVEL	GSM7592.tmn_LEVEL	GSM6628.tmn_LEVEL	GSM31314.tmn_LEVEL	GSM6671.tmn_LEVEL	GSM31403.tmn_LEVEL	GSM6673.tmn_LEVEL	GSM31545.tmn_LEVEL	GSM31440.tmn_LEVEL	GSM31256.tmn_LEVEL	GSM7580.tmn_LEVEL	GSM6670.tmn_LEVEL	GSM31351.tmn_LEVEL	GSM31594.tmn_LEVEL	GSM31368.tmn_LEVEL	GSM31470.tmn_LEVEL	GSM31578.tmn_LEVEL	GSM31587.tmn_LEVEL	GSM6624.tmn_LEVEL	GSM6659.tmn_LEVEL	GSM31585.tmn_LEVEL	GSM6625.tmn_LEVEL	GSM6644.tmn_LEVEL	GSM6672.tmn_LEVEL	GSM31260.tmn_LEVEL	GSM6651.tmn_LEVEL	GSM6676.tmn_LEVEL	GSM31388.tmn_LEVEL	GSM7574.tmn_LEVEL	GSM31418.tmn_LEVEL	GSM6666.tmn_LEVEL	GSM31445.tmn_LEVEL	GSM6664.tmn_LEVEL	GSM31559.tmn_LEVEL	GSM31358.tmn_LEVEL	GSM6643.tmn_LEVEL	GSM6633.tmn_LEVEL	GSM6640.tmn_LEVEL	GSM6656.tmn_LEVEL	GSM6632.tmn_LEVEL	GSM31520.tmn_LEVEL	GSM31357.tmn_LEVEL	GSM6637.tmn_LEVEL	GSM31376.tmn_LEVEL	GSM31349.tmn_LEVEL	GSM31489.tmn_LEVEL	GSM6635.tmn_LEVEL	GSM6647.tmn_LEVEL	GSM6646.tmn_LEVEL	GSM31344.tmn_LEVEL	GSM31276.tmn_LEVEL	GSM31480.tmn_LEVEL	GSM31363.tmn_LEVEL	GSM31496.tmn_LEVEL	GSM31566.tmn_LEVEL	GSM31309.tmn_LEVEL	GSM6648.tmn_LEVEL	GSM31518.tmn_LEVEL	GSM31575.tmn_LEVEL	GSM31485.tmn_LEVEL	GSM7589.tmn_LEVEL	GSM31519.tmn_LEVEL	GSM31567.tmn_LEVEL	GSM31265.tmn_LEVEL	GSM31416.tmn_LEVEL	GSM6630.tmn_LEVEL	GSM31593.tmn_LEVEL	GSM31302.tmn_LEVEL	GSM6627.tmn_LEVEL	GSM31511.tmn_LEVEL	GSM31479.tmn_LEVEL	GSM31601.tmn_LEVEL	GSM31366.tmn_LEVEL	GSM31506.tmn_LEVEL	GSM6667.tmn_LEVEL	GSM31487.tmn_LEVEL	GSM6677.tmn_LEVEL	GSM6658.tmn_LEVEL	GSM31422.tmn_LEVEL	GSM7577.tmn_LEVEL	GSM6645.tmn_LEVEL	GSM31305.tmn_LEVEL	GSM31471.tmn_LEVEL	GSM6662.tmn_LEVEL	GSM31499.tmn_LEVEL	GSM31462.tmn_LEVEL	GSM31614.tmn_LEVEL	GSM31586.tmn_LEVEL	GSM31547.tmn_LEVEL	GSM31441.tmn_LEVEL	GSM7571.tmn_LEVEL	GSM31437.tmn_LEVEL	GSM31266.tmn_LEVEL	GSM31554.tmn_LEVEL	GSM6657.tmn_LEVEL	GSM6636.tmn_LEVEL	GSM6649.tmn_LEVEL	GSM31590.tmn_LEVEL	GSM31399.tmn_LEVEL	GSM31407.tmn_LEVEL	GSM6634.tmn_LEVEL	GSM31277.tmn_LEVEL	GSM31527.tmn_LEVEL	GSM31429.tmn_LEVEL	GSM31456.tmn_LEVEL	GSM31600.tmn_LEVEL	GSM6626.tmn_LEVEL	GSM7598.tmn_LEVEL	GSM31308.tmn_LEVEL	GSM31537.tmn_LEVEL	GSM31562.tmn_LEVEL	GSM31371.tmn_LEVEL	GSM31613.tmn_LEVEL	GSM6660.tmn_LEVEL	GSM31201.tmn_LEVEL	GSM6631.tmn_LEVEL	GSM6642.tmn_LEVEL	GSM31534.tmn_LEVEL	GSM31528.tmn_LEVEL	GSM31378.tmn_LEVEL	GSM6653.tmn_LEVEL	GSM31556.tmn_LEVEL	GSM31589.tmn_LEVEL	GSM6650.tmn_LEVEL	GSM31602.tmn_LEVEL	GSM7583.tmn_LEVEL	GSM31392.tmn_LEVEL	GSM31546.tmn_LEVEL	GSM31532.tmn_LEVEL	GSM31526.tmn_LEVEL	GSM7595.tmn_LEVEL	GSM31409.tmn_LEVEL	GSM31304.tmn_LEVEL	GSM31569.tmn_LEVEL	GSM7568.tmn_LEVEL	GSM31512.tmn_LEVEL	GSM6674.tmn_LEVEL	GSM6639.tmn_LEVEL	GSM31564.tmn_LEVEL	GSM31394.tmn_LEVEL	GSM31384.tmn_LEVEL	GSM6638.tmn_LEVEL	GSM6675.tmn_LEVEL	GSM31609.tmn_LEVEL	GSM7586.tmn_LEVEL	GSM31472.tmn_LEVEL	GSM31420.tmn_LEVEL	GSM31224.tmn_LEVEL	GSM6663.tmn_LEVEL
ENSG00000198818	1064.46	1393.59	1814.77	1186.47	3010.8	1489.04	1404.87	1411.78	1651.39	1855.05	1549.78	1366.35	1595.87	1621.99	1568.04	1839.61	1631.77	1798.22	1832.97	1635.92	1678.58	1348.51	2531.03	1660.49	1625.31	1581.05	1628.63	1135.42	1685.99	2056.85	1227.12	1720.88	1338.26	1495.68	2261.48	2241.92	1453.82	1416.18	1554.44	1716.58	1403.58	1284.44	1204.26	1644.09	1806.65	1953.4	1036.98	1213.92	2298.03	1527.95	1984.49	1450.05	1412.48	1850.06	1419.86	1626.78	1922.34	1470.4	1956.07	1484.95	1562.19	1395.65	1913.65	1725.87	1672.43	1403.27	1617.49	1189.68	2294.58	1869.26	1251.74	584.532	1663.87	1180.16	1290.85	2240.56	1907.92	1487.34	950.464	1247.25	1499.68	1195.06	2061.24	1594.9	1718.64	1679.62	2002.43	2453.98	1403.13	2218.29	982.735	1714.65	1700.48	1335.28	2088.9	1723.81	1611.62	1316.19	1650.69	1363.26	1479.97	1009.25	1948.41	2298.99	1884.41	2190.42	657.054	1608.72	1505.31	1513.93	1918.46	1820.03	1530.79	1925.76	1356.16	1827.75	1343.02	1637.66	1754.56	1553.85	1940.94	1114.91	1960.64	1466.86	2061.09	1653.64	1276.83	1452.98	1247.7	1776.02	2602.25	520.213	1574.94	1350.54	1762.18	1545.13	1676.34	1419.24	1101.06	2423.11	1725.58	1319.34	1381.85	1170.25	1177.79	1428.44	1624.61	1368.23	1795.49	1793.81	1753.52	1241.14	1420.65	2123.76	1378.3	1791.07	2162.78	957.127	1384.05	1446.43	1887.69	1446.94	1360.3	1369.35	1049.59	1136.83	1697.03
ENSG00000198825	1134.48	605.338	539.065	561.267	113.769	497.223	568.477	345.19	615.766	369.594	449.97	597.222	825.149	481.043	562.173	471.881	591.758	559.373	701.39	409.223	549.028	640.819	513.467	778.571	722.459	396.421	659.216	852.165	550.583	477.877	529.073	300.431	434.132	413.182	380.284	371.864	689.965	559.267	391.334	722.07	443.509	538.326	323.894	639.413	862.05	562.433	381.519	602.498	713.086	467.684	446.245	444.953	567.504	612.831	606.43	490.621	527.971	685.092	408.106	483.621	690.916	588.554	522.226	289.086	566.23	336.48	385.471	460.227	684.483	381.904	460.226	226.566	384.857	569.073	665.681	380.553	353.172	302.034	646.141	376.506	280.251	365.498	465.407	634.097	416.501	849.189	449.762	692.318	487.389	357.074	481.246	531.625	530.427	470.504	539.937	452.326	506.294	592.387	716.744	585.714	505.397	425.384	542.784	187.416	399.761	357.341	497.203	629.705	424.108	569.042	599.206	405.77	667.375	551.791	790.118	393.952	663.225	681.005	611.398	594.487	215.807	604.801	481.627	282.868	460.896	261.096	630.646	434.849	454.662	310.743	351.77	843.093	549.5	423.404	524.63	484.203	450.874	505.813	675.833	385.152	383.725	616.853	252.362	537.096	342.641	429.913	349.775	265.098	377.14	560.612	642.223	347.893	725.515	451.907	582.257	603.827	256.756	193.679	540.381	519.645	808.58	355.175	604.817	439.463	477.246	466.974	754.599
ENSG00000198837	1044.95	1127.32	1151.63	1233.99	1138.21	1092.87	981.275	985.052	1145.22	1102.7	1066.17	1088.29	927.874	1107.93	963.432	957.635	880.236	897.583	1034.78	1226.47	1154.38	953.26	1022.93	1040.36	1141.29	1028.16	1056.68	765.536	1074.36	1003.34	846.223	1006.4	954.826	1050.48	1007.92	873.531	1046.93	1216.75	1054.7	1241.06	1146.34	1270.76	1259.24	1119.68	960.395	967.601	1243.5	1198.69	832.566	1176.39	1065.35	1054.02	758.418	1076.27	1022.06	1126.47	1305.68	1232.3	867.496	1012.36	1119.51	1061.86	948.397	1050.32	1206.85	1283.12	1132.89	1006.45	1147.53	963.265	1042.49	1350.2	742.248	1197.59	1159.69	1006.96	1006.32	1171.86	943.209	833.44	964.101	1258.41	1026.41	1288.87	1068.33	1106.67	1255.96	1205.32	1131.54	673.504	1156.65	1048.18	1091	992.789	1630.68	1010.48	1006.96	965.441	1115.17	1071.42	940.128	1216.66	1057.82	1042.2	927.274	859.142	942.052	1054.89	1115.32	1083.35	949.899	1010.26	1106.88	1051.45	1048.64	974.393	1094.39	1191.26	1162.81	1242.53	876.732	1117.76	927.66	1049.56	1419.36	1285.6	1143.53	768.064	992.539	1169.76	996.466	1062.03	1202.07	1156.55	1047.46	820.412	679.89	1144.02	1182.07	800.205	888.108	1051.64	952.026	1077.45	1074.49	1118.88	993.722	999.165	1301.48	1089.72	1209.37	925.926	881.323	1320.57	1395.56	1075.57	841.225	1164.68	1115.55	1124.4	938.614	1089.35	990.475	975.838	1093.46	1171.46	1093.09
ENSG00000198856	1527.84	920.33	1076.91	1019.74	2361.41	1099.15	1054.55	1763.12	1166.55	1011.37	1117.77	1338.19	1824.34	1402.84	827.628	1207.89	1212.01	1460.38	1034.18	1373.39	1237.77	1222.42	1268.96	1246.53	1513.38	1301.95	1037.15	1585.77	1224.92	1261.31	1157.56	1397.63	1103.31	1372.08	1730.32	2078.92	1068.98	960.282	1339.83	1051.74	1032.52	1260.02	1142.01	1395.06	1127.94	955.981	2012.85	1093.72	1106.97	1203.91	1339.5	913.487	1519.14	993.212	935.738	1017.29	1016.77	1069.92	1385.19	1587.96	1179.4	1182.31	1181.57	1164.86	1144.96	1152.19	1189.66	1131.03	1410.22	1073.57	1370.48	462.936	2567.9	1187.64	1350.1	1319.01	1936.39	1136.44	1022.67	1929.47	1108.71	1266.64	1055.14	1144.05	1372.06	1055.86	1129.58	1650.51	1419.73	1427.98	1169.58	1123.07	974.373	1018.87	1226.94	1054.6	1254.13	1740.39	1044.08	1269.74	1359.81	2115.11	1067.3	1047.58	1286.5	1887.54	1061.5	1267.63	1789.91	1104.41	1312.92	1293.37	1078.73	1268.81	1276.19	1282.5	1335.94	1202.66	1145.41	1338.28	1134.2	1151.32	1187.58	1312.83	1068.89	1603.99	1319.2	1902.61	999.984	1034.38	1201.14	1875.85	1363.83	1281.22	1110.15	1760.16	1123.6	1096.17	1121.78	1888.4	1580.54	1489.13	1318.75	1312.19	1417.9	1207.18	1739.61	1295.24	1367.63	1055.86	986.458	1088.99	2294.55	1093.91	579.71	1438.39	2850.07	278.838	957.902	1524.72	1074.73	1360.1	1072.36	976.415	1118.12	1215.94	1760.67
ENSG00000198886	2923.51	6098.65	3947.9	7272.42	6180.65	4790.86	13412.5	5256.36	4541.64	6155.5	10882.8	2366.29	7759.35	4839.39	4327.18	11599	3824.98	7672.28	7337.47	4289.99	7673.85	6655.71	14102.9	3990.78	1408.91	4775.88	6829.8	4600.28	5506.53	7539.84	4582.16	4613.41	3997.6	5451.86	3611.74	3867.14	10275.1	9571.21	5336.32	8177.61	9344.26	7365.17	3411.41	7465.68	9176.22	6180.37	13213.7	7374.63	14101.3	5347.99	13483.1	8284.21	6847.58	8125.03	2103.89	4672.69	3578.68	5965.6	5817.98	5232.07	5180.22	8107.79	6190.38	2824.48	8107.3	7758.85	4765.74	4405.98	5690.94	4738.23	5045.35	12653.2	5052.97	3852.78	4717.29	4829.74	4882.2	5841.31	8355.82	6046.06	10884.9	4519	3889.92	6024.4	7421.65	1443.59	7431.85	15565.9	7026.83	2662.41	6409.35	9174.88	13743.4	8564.84	13064	9791.85	9510.72	16775.3	6166.07	6805.29	5915.85	19994.7	6520.8	3585	4129.77	4893.45	11102.5	8948.05	8453.92	9158.68	6118.92	7444.14	6612.46	8174.25	2746.24	4493.37	1812.6	9403.49	4513.03	6098.31	2381.01	5216.53	5749.06	5836.1	3064.19	4051.49	3776.56	5427.72	15182.7	4003.43	5396.63	52130.3	4532.54	6298.9	7285.67	7197	5653.91	9240.04	3179.2	5239.13	5337.9	6696.29	4002.63	3845.63	5496.72	4100.21	9258.87	2965.86	5869.17	11172.6	6824.83	4082.89	16782.5	9477.43	13688.7	6856.65	3046.72	16573.1	7315.85	5430.77	14022.8	7439.5	8435.1	14662.8	7351.19	8417.26	20896.1
ENSG00000198898	1019.27	1204.24	1154.44	1316.04	565.976	946.126	1022.54	903.756	1237.62	922.747	542.606	1546.03	1660.48	1046.05	1095.51	1569.49	1433.44	1209.97	1387.8	1552.19	936.811	1210.72	1394.54	1206.85	1115.26	892.433	1151.01	942.16	1058	1482.29	1103.34	1224.28	873.439	926.65	1505.67	1427.04	911.84	1098.56	1555.81	1109.66	887.252	1586.26	1103.22	1096.77	1316.8	1099.03	872.805	992.663	1128.24	870.419	1293.69	872.499	797.49	1180.04	1334.66	1044.18	1291.15	1268.87	795.563	1106.43	1433.05	949.528	974.162	733.249	1222.19	811.357	803.518	1015.74	978.976	736.094	1033.23	307.159	993.066	822.281	1323.66	531.265	1552.46	1004.5	1308.48	778.785	1217.77	715.824	1052.02	940.385	1354.72	1351.47	1089.41	1284.93	1116.69	367.159	1125.43	1197.79	1213.11	838.518	1135.91	1101.1	1245.9	1275.17	1289.51	1116.01	972.126	1022.78	1036.08	1003.75	1323.97	1645.69	1247.35	809.089	1227.82	1149.88	1194.71	1116.42	1286.22	1317.83	1285.47	1313.86	847.129	973.876	1182.37	989.458	593.618	1228.39	893.209	774.968	963.481	966.313	1045.68	1259.88	857.465	976.867	1222.82	1772.78	978.657	1169	1438.4	1218.71	879.77	1131.16	984.405	930.281	1098.14	1054.13	840.661	1028.16	1163.59	1100	1175.6	1444.98	1242.45	974.974	1118.65	989.609	1538.58	1075.62	932.742	762.845	931.788	327.73	1024.8	726.172	1320.64	863.571	1113.53	752.965	948.113	1094.87	1149.55
ENSG00000198899	8114.36	8124.84	7084.58	8557.9	6748.82	13207.3	16549.9	12833.5	9016.22	15060.6	27273.9	7875.36	7225.84	6435.3	7512.53	13634.1	13572.8	14814.8	11698.1	6229.01	10949.5	10084.3	13597.5	7366.98	7321.56	11031.3	8926.44	6185.42	11877	8047.53	12868	9450.08	15236.5	12273.6	9181.8	13335.1	14512.6	10769.4	10510.3	11605.9	11752.4	9195.35	9311.32	11245.7	9047.38	13361.3	15399.2	7720.99	12390.6	10155.5	13999.6	15822.1	15764.8	9994.21	7336.42	7271.27	5162.97	7559.2	15060.9	14110.5	8698.69	10576.3	19780	9920.42	9230.4	10513.6	9677.42	9620.32	7074.27	19784.2	10616.1	50612.7	14173.7	6446.21	8360.03	8632.35	12830.7	11648.5	9595.65	17130.4	9026.14	9476.75	7035.06	7091.88	9747.69	6751.56	8400.2	18721.4	10987.3	10544.8	15325.2	15674.4	10815.8	16183.8	11975	11211.4	13276	11411.6	8224.47	10779.3	12106.3	26592.1	13435.6	10283.6	10226.7	13379	14248.1	12815.5	11697	9074.72	13663.7	12179.8	9640.98	8473.74	7724.08	10036.3	7827.78	12108.9	8112.61	7538.51	1617.09	9245.81	18578.9	23966.2	6482.23	7724.1	8713.64	11126.6	21863.8	7572.01	10607.2	71364.4	5575.91	4548.69	7683.53	13166	10587.7	15351.6	9069.91	20857.1	15358.9	6959.93	15556	7707.32	14661.4	8653.96	16560.7	8629.07	8576.7	14023.4	8207.02	10778.5	19380.3	17112.2	19010.7	8505.99	10407.5	35468.3	14117.1	9541.66	11646.3	18867.3	10136.7	34166.5	9528.46	12329.6	20505.1
ENSG00000198925	138.866	675.669	677.01	930.793	419.266	537.629	652.74	286.388	662.486	510.784	278.298	514.062	427.043	634.671	392.053	583.326	914.991	772.261	754.554	346.324	614.864	586.982	542	698.507	541.571	519.681	684.869	116.488	450.05	285.187	862.574	373.34	725.449	762.472	447.046	341.755	709.932	584.152	410.958	631.363	535.409	739.494	597.936	791.002	509.609	644.228	59.3638	479.388	497.149	632.786	614.176	424.045	521.53	612.056	931.771	801.04	502.033	758.993	805.109	438.908	858.522	431.896	831.592	500.389	638.932	365.114	185.591	940.569	508.755	1055.43	486.32	743.523	601.88	582.962	685.535	565.219	268.489	477.826	406.597	827.794	157.788	393.454	663.831	694.422	461.451	810.52	423.926	75.9858	410.818	696.301	563.956	447.923	447.816	619.722	588.856	657.599	613.402	529.678	610.488	767.311	631.951	395.986	720.327	481.936	586.742	390.267	628.972	738.638	330.061	529.011	441.206	471.483	808.017	549.883	767.284	554.155	580.391	581.286	487.659	540.293	310.414	537.889	630.646	432.722	639.468	193.003	623.983	443.533	240.59	369.183	739.323	199.333	143.071	206.757	628.934	575.936	769.629	461.558	478.563	684.25	537.224	581.689	455.515	263.815	579.265	548.435	415.718	355.076	350.248	606.885	1143.34	431.733	281.814	582.637	663.863	509.033	605.583	269.117	549.268	429.987	501.887	544.55	358.736	446.379	486.758	647.371	393.481
ENSG00000198933	1075.97	1008.93	1189.39	1175.32	1005.11	1131.5	879.503	1180.26	1028.02	973.204	866.775	585.311	719.533	1189.72	888.007	1057.13	545.433	813.375	1134.76	714.179	1123.55	995.691	1042.77	1063.92	1236.85	739.062	804.664	1271.92	826.81	688.515	899.043	676.658	1016.42	806.572	611.198	606.966	1555.27	1347.51	780.476	1349.47	1169.11	1039.94	1406.54	909.971	441.476	1054.72	832.264	1263.88	1039.89	1381.93	556.243	1130.05	759.998	897.192	967.691	975.49	1230.03	999.058	1167.67	881.519	1075.5	849.483	916.753	1294.59	1298.02	1409.96	1440.32	1099.09	1336.88	1205.88	865.491	1098.38	535.025	1380.04	999.108	1220.89	702.131	1145.57	621.503	854.867	866.613	1439.32	995.039	1352.81	839.284	1046.45	1181.66	900.629	748.219	739.362	908.382	1275.99	1092.45	746.028	1029.52	1192.25	984.768	869.962	962.991	1206.96	1075.4	817.984	783.736	1106.19	903.861	617.448	804.536	1211.31	776.093	1128.8	978.19	820.932	978.767	1025.33	1222.66	860.388	1180.47	864.102	1228.5	1525.44	1411.89	979.895	893.93	1160.28	1263.89	788.927	1147.06	497.443	957.116	1292.25	713.971	407.159	952.973	1278.75	1213.3	683.46	951.981	1152.45	1251.15	584.13	598.232	1250.72	960.909	698.281	689.526	834.752	823.128	669.292	793.501	897.525	1066.82	1018.23	641.085	983.251	886.159	1084.53	436.902	1244.44	890.577	1509.94	966.641	919.177	838.724	1049.32	1365.67	917.396	827.18
ENSG00000198954	2104.54	1210.08	1149.11	1149.29	675.174	1191.63	1304.85	1079.43	1057.2	1345.52	1258.02	960.569	1025.44	1077.55	871.806	948.161	1093.44	960.575	1262.29	801.193	1178.32	1175.01	1241.39	1189.94	1401.74	1307.78	1174.72	2199.8	1096.95	945.944	1152.45	949.923	1271.24	1391.73	592.211	680.291	1153.6	1066.81	1011.02	1171.01	978.365	1032.47	1353.83	1052.67	1312.21	893.887	779.838	1447.8	1247.51	973.645	978.778	1066.55	1243.82	1074.92	1165.05	1123.31	989.09	1166.68	1056.45	1129.16	1066.49	1297.55	1195.46	1147.86	1087.42	1224.91	1149.19	1249.01	1247.45	1364.94	1024.68	723.735	672.19	1223.95	1027.06	956.625	685.301	1346.55	1096.66	855.976	1038.9	1097.74	1155.08	1174.46	1059.18	1392.2	1158.76	2067.71	1030.57	1291.31	1362.14	1137.38	1075.59	1184.59	2061.22	1222.85	1094.91	835.585	1182.13	1177.53	1032.54	820.569	1241.3	655.544	742.202	755.802	1241.41	1185.72	808.73	1040.37	1439.9	1165.81	1018.91	1061.42	1191.92	768.277	1202.6	1505.1	1187.8	1209.38	1079.55	1001.85	1222.78	883.399	1055.91	794.795	1252.61	681.556	1019.6	968.292	789.596	2830.56	1233.64	1189.74	1167.88	793.186	963.134	1236.94	1269.17	705.013	881.304	915.875	746.459	1361.38	1210.92	1150.57	872.959	652.634	722.395	1287.02	1105.47	1164.91	809.781	1217.26	1750.78	978.385	593.489	357.56	1159.16	1073.57	1405.43	884.791	1293.91	1168.31	777.815	1082.6	1290.02
ENSG00000203879	2901.11	5240.82	4970.87	5180.58	4261.59	6621.03	4927.53	4525	3787.22	5671.45	3819.03	3888.73	4779.54	4003.26	4601.38	5952.56	5199.36	4925.12	7024.37	4389.4	5343.04	4689.2	5543.34	3578.69	2785.15	4640.55	5047.33	3206.92	6067.58	4049.13	6071.7	3694.74	5453.78	4958.32	4944.5	4792.39	5874.34	5933.48	3963.91	6326.9	5972.29	5856.24	7639.78	6203.68	4773.88	6674.62	3051.18	5062.9	4844.84	7093.4	5275.19	5247.5	5485.19	5827.17	3742.73	6063.16	6834.16	4841.88	5624.7	5600.3	4683.98	5371.14	5709.44	6254.46	7137.52	4794.24	4200.05	5949.77	4011.72	6773.82	5929.43	4451.23	3473.54	4097.92	4868.67	5292.76	4218.02	5336.59	5563.58	5428.6	5421.39	7289.75	5182.9	6700.29	3206.16	3506.31	5453.83	4174.93	5100.73	2173.49	5778.73	4880.97	5651.68	7142.01	7488.56	6352	6293.4	4400.74	5226.7	5177.65	6592.81	3718.78	5573.46	7868.52	4038.72	4169.65	4529.82	5399.12	3707.56	6668.41	6920.26	3879.95	5080.13	8072.26	4012.24	4107.56	2239.51	5425.17	6253.75	3970.47	5125.88	4843.94	6946.4	3980.47	8262	2370.74	3988.72	3931.54	4530.41	5576.66	5170.86	2387.81	4003.07	5392.01	6804.26	4329.64	5628.59	5642.52	4471.46	4030.24	3991.59	5790.3	4586.89	4708.82	4219.62	4427.14	3576.99	5876.99	3701.8	4963.38	5891.23	4682.75	2525.46	6209.37	5255.62	5027.75	2848.76	3403.12	6201.64	5215	5378.48	3723.86	5299.53	3943.71	5175.59	7675.65	4573.04
ENSG00000204310	2263.13	1543.69	1473.3	1710.42	3692.66	1518.05	1828.62	1681.46	1788.73	2058.25	1361.45	1059.36	598.849	1657.07	1730.01	956.088	1331.59	1398.86	1316.31	1693.47	1842.23	1802.49	1538.83	1973.78	1965.25	1441.42	1360.45	2122.27	1594.86	828.166	1997.34	1973.44	2194.34	1830.87	1772.59	2096.73	1899.67	1946.99	1511.03	1664.58	1568.61	1529.11	1309.92	1573.16	953.963	2175.38	2574.06	2197.13	1066.26	1868.46	1074.46	1866.18	989.915	1242.58	1358.9	1474.21	1440.08	1755.26	2260.39	1911.23	684.02	1770.52	2090.34	2558.1	1473.46	1777.23	1808.91	2136.39	1511.01	2830.72	1514.51	3233.82	2163.66	1756.84	1336.44	2379.5	1317.63	1763.61	1410.78	2013.39	1595.4	2480.94	1353.4	1517.97	1382.6	2090.68	1484.72	842.919	2185.38	3428.52	1820.37	1643.22	947.169	1994.35	1339.36	1771.5	1649.54	1674.52	1617.95	1450.44	2000.85	1201.55	1849.99	1934.49	1770.84	1743.41	1477.32	2040.77	1328.3	1484.47	1321.54	1208.11	2055.02	1506.36	1116.49	1858.62	1507.81	1522.54	1257.65	1510.9	3250.06	2535.94	2543.97	2901.92	2068.66	1616.66	1429.48	1484.54	1909.19	3127.02	2118.56	421.722	1667.58	1924.11	1257.41	1792.21	2314.65	1821.45	1822.84	2629.68	1642.55	1644.15	3026.32	1089.02	1241.45	1296.23	1507.42	1572.27	1585.13	2063.03	1667.21	2110.22	1851.99	1026.92	1156.72	1382.07	3248.2	4109.58	2477.39	1595.86	1131.81	1758.54	1745.99	1387.81	1739.85	1606.51	1157.5
ENSG00000204370	2173.3725	2116.585	2383.35	1736.0835	1764.49	2161.15	2088.755	2054.04	2383.805	2129.42	1832.47	1532.26	2360.325	1862.8945	3213.295	1428.955	1453.22	2012.015	2143.98	2293.445	1976.105	1991.11	2477.76	1789.845	2189.915	2279.725	2089.13	2106.854	2148.885	2379.285	2189.285	2670.65	2135.205	1791.46	2595.06	2787.73	1562.6825	1908.04	2812.71	2236.93	1598.6865	1760.47	2032.01	1587.968	2469.275	2073.265	1672.3805	1735.01	2550.17	1851.2	1538.52	1955.96	2288.31	1804.95	1993.825	2301.505	2237.98	2009.295	1569.185	2502.465	1894.06	2408.21	1711.89	1863.615	1348.235	1484.118	1781.342	2140.575	2138.995	1791.345	2375.305	1043.118	2365.07	1904.155	1850.89	1661.9235	2943.39	2204.23	2028.085	1966.455	1716.1565	1413.848	2467.725	2398.35	2336.225	2305.345	2093.57	2905.825	1877.25	2206.82	2030.725	2043.2	2501.765	1995.865	2386.39	1786.7875	1912.4965	1713.97	1983.285	1803.8885	2334.28	1223.9325	2340.865	1795.1585	1927.3665	2234.09	2387.46	1629.1975	1747.495	2227.83	2639.605	2099.35	1922.145	1913.355	2109.4	1978.045	2138.72	2016.985	2118.41	1939.235	1756.4095	1868.3325	1880.6935	1330.5505	1219.075	2882.365	1930.117	2098.77	1732.167	1941.176	2007.82	1316.4145	1974.313	1711.468	1312.84	1743.3135	1633.2875	2199.825	1934.495	2539.355	2033.65	1707.696	1933.1955	2495.475	2021.405	2420.885	1971.515	1972.27	2316.205	1998.575	2254.065	2225.21	1794.948	2589.6	1963.505	1601.1325	2227.03	871.038	2082.59	1296.4105	2675.11	1694.3285	2302.855	1647.43	1822.2375	1940.75	2164.845
ENSG00000204469	634.51	2188.23	1165.36	2191.18	5683.98	2158.37	2052.79	2432.73	2011.87	3153.05	1265.57	1143.27	976.188	2357.36	3190.39	2108.86	1692.81	2690.91	1335.15	2676.27	2202.92	1914.92	1492.34	1690.46	996.174	3279.94	2463.31	611.063	1956.51	927.693	2884.46	2618.58	4209.34	2749.85	4544.76	5059.68	3335.85	1423.85	2430.53	1865.74	2376.44	2661.68	4483.98	2560.7	772.84	2201.74	2924.2	2317.33	1727.17	3597.82	2214.15	1978.26	2161.84	1865.59	1648.21	1738.79	2429.32	1724.77	3887.49	1728.96	1486.77	1475.72	2616.79	5396.25	1763.34	1611.69	1527.33	2741.33	2772.7	4431.97	1887.52	1167.86	5765.58	2933.56	830.42	5300.09	2998.74	1673.99	799.231	4272.8	1449.03	3930.4	2223.95	2004.91	2412.07	1241.93	1867.98	817.304	2351.04	6550.46	3245.71	1336.7	1210.41	2666.07	1207.57	2176.58	1648.12	1727.82	2242.24	1907.37	2563.68	1162.32	1787.63	3411.79	3225.96	4108.29	1574.39	2167.43	2125.93	2474.55	1788.46	2925.8	2534.25	1404.03	1040.19	2959.73	2225.06	2069.55	2602.78	3385.89	7071.69	1672.77	2168.48	6442.66	2553.11	2486.3	1657.68	2781.26	1094	4234.26	3565.09	660.666	1035.28	2001.32	1499.03	2826.35	2850.35	1378.14	1422.57	5703.05	3807.43	2420.88	6796.88	1228.44	2292.89	3290.76	1504.88	3367.55	2154.6	2318.37	1855.25	2848.23	1694.68	1969.82	1053.62	2548.99	7225.49	1040.7	1753.19	2598.66	1369.23	3764.69	1322.36	1604.16	2448.7	2292.83	1639.52
