GSM31251.tmn_LEVEL	GSM6641.tmn_LEVEL	GSM6654.tmn_LEVEL	GSM6652.tmn_LEVEL	GSM31548.tmn_LEVEL	GSM31382.tmn_LEVEL	GSM31504.tmn_LEVEL	GSM31481.tmn_LEVEL	GSM6629.tmn_LEVEL	GSM31510.tmn_LEVEL	GSM31502.tmn_LEVEL	GSM6668.tmn_LEVEL	GSM6661.tmn_LEVEL	GSM31428.tmn_LEVEL	GSM7601.tmn_LEVEL	GSM6665.tmn_LEVEL	GSM6669.tmn_LEVEL	GSM31356.tmn_LEVEL	GSM6655.tmn_LEVEL	GSM7592.tmn_LEVEL	GSM6628.tmn_LEVEL	GSM31314.tmn_LEVEL	GSM6671.tmn_LEVEL	GSM31403.tmn_LEVEL	GSM6673.tmn_LEVEL	GSM31545.tmn_LEVEL	GSM31440.tmn_LEVEL	GSM31256.tmn_LEVEL	GSM7580.tmn_LEVEL	GSM6670.tmn_LEVEL	GSM31351.tmn_LEVEL	GSM31594.tmn_LEVEL	GSM31368.tmn_LEVEL	GSM31470.tmn_LEVEL	GSM31578.tmn_LEVEL	GSM31587.tmn_LEVEL	GSM6624.tmn_LEVEL	GSM6659.tmn_LEVEL	GSM31585.tmn_LEVEL	GSM6625.tmn_LEVEL	GSM6644.tmn_LEVEL	GSM6672.tmn_LEVEL	GSM31260.tmn_LEVEL	GSM6651.tmn_LEVEL	GSM6676.tmn_LEVEL	GSM31388.tmn_LEVEL	GSM7574.tmn_LEVEL	GSM31418.tmn_LEVEL	GSM6666.tmn_LEVEL	GSM31445.tmn_LEVEL	GSM6664.tmn_LEVEL	GSM31559.tmn_LEVEL	GSM31358.tmn_LEVEL	GSM6643.tmn_LEVEL	GSM6633.tmn_LEVEL	GSM6640.tmn_LEVEL	GSM6656.tmn_LEVEL	GSM6632.tmn_LEVEL	GSM31520.tmn_LEVEL	GSM31357.tmn_LEVEL	GSM6637.tmn_LEVEL	GSM31376.tmn_LEVEL	GSM31349.tmn_LEVEL	GSM31489.tmn_LEVEL	GSM6635.tmn_LEVEL	GSM6647.tmn_LEVEL	GSM6646.tmn_LEVEL	GSM31344.tmn_LEVEL	GSM31276.tmn_LEVEL	GSM31480.tmn_LEVEL	GSM31363.tmn_LEVEL	GSM31496.tmn_LEVEL	GSM31566.tmn_LEVEL	GSM31309.tmn_LEVEL	GSM6648.tmn_LEVEL	GSM31518.tmn_LEVEL	GSM31575.tmn_LEVEL	GSM31485.tmn_LEVEL	GSM7589.tmn_LEVEL	GSM31519.tmn_LEVEL	GSM31567.tmn_LEVEL	GSM31265.tmn_LEVEL	GSM31416.tmn_LEVEL	GSM6630.tmn_LEVEL	GSM31593.tmn_LEVEL	GSM31302.tmn_LEVEL	GSM6627.tmn_LEVEL	GSM31511.tmn_LEVEL	GSM31479.tmn_LEVEL	GSM31601.tmn_LEVEL	GSM31366.tmn_LEVEL	GSM31506.tmn_LEVEL	GSM6667.tmn_LEVEL	GSM31487.tmn_LEVEL	GSM6677.tmn_LEVEL	GSM6658.tmn_LEVEL	GSM31422.tmn_LEVEL	GSM7577.tmn_LEVEL	GSM6645.tmn_LEVEL	GSM31305.tmn_LEVEL	GSM31471.tmn_LEVEL	GSM6662.tmn_LEVEL	GSM31499.tmn_LEVEL	GSM31462.tmn_LEVEL	GSM31614.tmn_LEVEL	GSM31586.tmn_LEVEL	GSM31547.tmn_LEVEL	GSM31441.tmn_LEVEL	GSM7571.tmn_LEVEL	GSM31437.tmn_LEVEL	GSM31266.tmn_LEVEL	GSM31554.tmn_LEVEL	GSM6657.tmn_LEVEL	GSM6636.tmn_LEVEL	GSM6649.tmn_LEVEL	GSM31590.tmn_LEVEL	GSM31399.tmn_LEVEL	GSM31407.tmn_LEVEL	GSM6634.tmn_LEVEL	GSM31277.tmn_LEVEL	GSM31527.tmn_LEVEL	GSM31429.tmn_LEVEL	GSM31456.tmn_LEVEL	GSM31600.tmn_LEVEL	GSM6626.tmn_LEVEL	GSM7598.tmn_LEVEL	GSM31308.tmn_LEVEL	GSM31537.tmn_LEVEL	GSM31562.tmn_LEVEL	GSM31371.tmn_LEVEL	GSM31613.tmn_LEVEL	GSM6660.tmn_LEVEL	GSM31201.tmn_LEVEL	GSM6631.tmn_LEVEL	GSM6642.tmn_LEVEL	GSM31534.tmn_LEVEL	GSM31528.tmn_LEVEL	GSM31378.tmn_LEVEL	GSM6653.tmn_LEVEL	GSM31556.tmn_LEVEL	GSM31589.tmn_LEVEL	GSM6650.tmn_LEVEL	GSM31602.tmn_LEVEL	GSM7583.tmn_LEVEL	GSM31392.tmn_LEVEL	GSM31546.tmn_LEVEL	GSM31532.tmn_LEVEL	GSM31526.tmn_LEVEL	GSM7595.tmn_LEVEL	GSM31409.tmn_LEVEL	GSM31304.tmn_LEVEL	GSM31569.tmn_LEVEL	GSM7568.tmn_LEVEL	GSM31512.tmn_LEVEL	GSM6674.tmn_LEVEL	GSM6639.tmn_LEVEL	GSM31564.tmn_LEVEL	GSM31394.tmn_LEVEL	GSM31384.tmn_LEVEL	GSM6638.tmn_LEVEL	GSM6675.tmn_LEVEL	GSM31609.tmn_LEVEL	GSM7586.tmn_LEVEL	GSM31472.tmn_LEVEL	GSM31420.tmn_LEVEL	GSM31224.tmn_LEVEL	GSM6663.tmn_LEVEL
ENSG00000114942	2319.02	1233.29	1291.04	1353.4	3963.42	1950.68	1652.78	3925.86	1357.45	2594.03	1646.19	1721.3	2858.58	1876.2	2854.72	1043.42	1909.38	2787.73	1847.2	2552.82	1719.15	2021.83	2488.21	1624.77	1551.31	3891.82	1677.45	2981.45	1873.69	2101.65	2103.86	3445.22	1988.44	2551.1	3015.52	3014.4	1484.67	1551.25	3598.93	1364.94	1677.36	1104.73	1827.42	2315.75	1462.3	2049.75	5258.33	1636.2	1932.97	1292.2	1202.87	1433	3429.55	1175	1246.83	1692.31	1702.98	1440.53	2677.21	3248.19	1573.74	1358.86	2068.43	1729.31	1407.05	1380.69	1774.97	2149.4	1703.28	1660.94	3028.16	1108.74	5095.74	1814.13	2154.97	3196.43	3109.88	1433.71	1744.71	4313.93	1548.06	2453.69	1611.67	1252.04	2946.89	1439.72	1444.71	3303.62	2527.91	2051.66	1882.44	1277.4	1691.88	1652.35	1898.89	1768.84	2204.29	3867.94	1575.03	2389	2972.81	2633.03	1802.28	1820.31	2346.97	2976.7	3727.3	1650.18	4359.75	1460.86	1827.07	2878.64	2040.6	2680.84	2497.3	2316.97	1371.78	1335.89	1762.86	1806.64	2109.35	1830.71	1928.72	2150.87	1458.27	3961.98	2050.99	4571.58	1452.75	1728.38	1967.27	3683.19	2692.01	1657.38	1496.23	4716.94	1999.15	1335.17	1964.91	4137.05	3160.63	3113.23	2156.65	2245.19	2355.73	2783.88	3538.24	3245.53	3023.63	1743.65	1535.63	2093.57	5913.2	1246.49	1799.5	2345.78	4565.68	731.479	1604.99	2470.64	1707.5	2675.94	2023.66	1324.72	1646.16	1117.05	2809.51
ENSG00000114978	669.403	824.89	494.003	604.636	1123.22	583.197	512.702	910.42	796.675	622.616	525.263	1445.5	1000.62	757.472	1773.85	865.735	1178.73	827.276	686.637	1500.07	675.262	644.108	1297.07	726.259	585.952	1405.23	775.487	715.415	902.697	1248.58	732.224	1339.29	858.128	465.358	1611.18	2470.33	500.531	646.157	1633.25	666.892	804.21	723.184	357.906	682.611	700.098	873.285	475.029	346.423	707.589	474.584	538.879	700.645	799.817	914.794	746.296	885.319	906.677	732.326	679.231	814.41	987.495	526.357	984.453	837.114	746.376	644.036	926.368	794.995	577.22	773.867	755.522	557.629	1316.37	664.482	843.899	605.693	1864.4	599.567	687.296	723.907	746.858	646.391	832.25	863.723	1342.98	649.41	789.877	817.113	750.658	1478.1	915.019	630.03	789.627	528.341	834.982	653.558	805.101	795.555	953.068	573.858	967.341	1030.62	760.864	945.064	1301.38	1612.64	829.006	384.098	847.575	668.305	800.739	1110.82	894.171	947.292	751.404	1251.39	695.876	669.548	776.922	631.546	844.307	632.764	807.602	837.945	763.563	1359.64	544.733	1031.48	639.555	1136.75	1359.74	938.522	1119.05	570.352	749.083	909.029	815.586	544.227	410.311	1004.26	1211.36	790.853	1002.36	679.812	812.789	1276.59	1022.35	1580.67	1273.59	540.526	680.817	778.296	1000.98	620.323	597.38	583.37	1286.22	508.599	463.086	559.859	767.06	1108.85	674.935	692.692	497.228	533.402	937.264
ENSG00000115073	4628.73	2408.35	3124.82	2929.04	1190.88	3021.05	2426.51	2534.04	3451.86	3690.61	3272.13	3175.47	2630.07	3072.75	3454.48	2772.64	1940.2	3587.58	3277.65	1965.55	3890.92	3308.86	1735.48	3776.84	3614.65	2284.6	3533.87	5581.39	2611.92	2259.82	4707.59	2041.38	4333.58	3583.41	1397.55	1829.97	4046.78	2770.85	1970.02	2480.26	3310.93	2639.26	3384.1	4627.25	2824.63	3457.46	2772.17	2689.31	2979.19	2462.08	2359.68	2762.66	1268.13	2565.8	2829.68	2736.35	3423.2	3295.55	5159.42	3314.79	3159.16	3448.24	4205.12	4741.44	2962.04	2817.95	4875.92	5179.69	4512.16	5295.11	2292.63	1755.9	3531.67	4827.12	3691.88	1584.68	2321.7	3434.27	1957.37	4004.78	3090.4	3222.95	3565.97	3215.79	1965.99	3201.63	3469.66	3506.3	2528.21	3632.85	2818.67	2490	2697.28	3095.53	3174.22	3860.32	3209.83	2249.17	3784.93	3792.33	2410.85	1496.79	3653.12	3489.12	2230.2	1632.38	1729.4	4469.95	3627.85	2680.5	3516.58	1208.6	3348.29	3743.78	3950.02	2348.93	3692.69	2764.99	4575.64	5405.94	5006.54	3161.17	4566.49	3693.83	3250.52	1704.71	3648.53	3337.72	3242.58	4293.8	1996.59	1808.1	4202.8	3746.97	2508.39	2589.18	3878.67	3002.51	3370.38	2536.31	1928.34	4961.46	3336.64	3346.97	2626.15	1626.48	2436.4	2847.13	2621.79	3316.53	3064.96	3774.55	2911.06	2198.1	3209.45	3787.39	4067.04	1706.8	2803.96	4886.31	2567.1	2711.78	2371.72	1362.88	3357.53	2185.57	2293.96
ENSG00000115091	2126.15	1407.26	1030.96	1290.61	1642.56	1507.62	1966.8	1448.91	1320.67	1391.02	1194.37	2002.71	3005.24	1481.95	1962.52	2166.28	1977.78	2076.63	1334.42	2948.46	1336.17	1582.3	2199.17	1397.08	1325.93	1835.52	1332.51	2269.24	2090.46	1858.98	1420.29	2006.24	1304.61	1644.59	1834.21	2135.36	1447.39	1364.12	2620.7	1342	1310.11	1234.17	935.087	1580.69	1867.1	1660.31	2278.55	1201.54	2191.36	971.782	1772.24	1625.04	2051.1	1322.07	1319.02	1117.53	1161.96	841.444	1649.93	1660.44	1608.9	2003.07	1606.47	945.68	1492.75	1362.55	1328.86	1542.29	1316.15	1178.64	1736.64	772.685	2488.67	1076.88	1705.81	1464.54	2291.57	1187.99	2317.4	1945.08	1962.84	1300.36	981.643	1030.52	2763.99	1725.44	1102.28	1440.22	1893.48	1314.12	1443.14	1498.77	1535.8	1522.03	1276.2	1916.52	1776.94	2762.1	1357.37	1751.19	1834.56	1534.66	1597.53	793.802	1835.09	2109.97	2508.2	1271.13	2142.1	1114.26	1033.58	2248.17	1819.42	1385.68	1698.87	1979.78	1334.32	1316.89	1308.32	1091.81	936.569	1583.91	1263.66	1785.38	924.463	2594.64	1749.36	2378.3	2049.91	1084.41	2009.94	4153.08	1924.91	1750.96	1369.77	2354.79	1999.01	1576.15	1515.05	2406.35	2360.2	1361.68	1365.88	1749.08	2211.42	1820.29	2451.23	1488.84	2480.7	1477.88	1108.94	1402.02	3459.64	1026.59	1628.64	1318.15	1828.74	657.826	1912.51	1252.87	1808.23	1795.64	2579.22	1128.21	1326.34	1180.37	2333.58
ENSG00000115310	6278.84	4045.82	3267.99	5643.4	1713.2	6099.48	6438.62	6746.02	5791.82	5169.95	5009.19	6194.56	5484.16	5597.93	6145.01	4028.11	5784.89	6793.48	6009.22	4757.14	7795.99	6352.06	6439.01	5891.58	5461.21	3675.01	4532.3	6702.14	5058.85	5596.43	5774.41	4392.3	5287.89	3491.86	4606.33	5222.75	7820.26	6201.64	5195.19	3129.44	6790.87	4170.25	4156.33	5813.87	8142.35	7563.12	7372.29	5091.11	6709.08	6367.86	4504	5838.73	7192.09	4110.68	5746.73	4810.22	4537.8	3772.36	5066.34	5446.39	5788.76	6174.84	4983.45	4556.26	5339.05	4562.37	7993.27	5366.97	5213.69	5612.46	5602.54	2975.01	4881.5	3637.74	6640.92	5065.48	6482.62	5088.62	7350.93	4647.82	7254.43	5764.87	3747.8	3788.43	5167.44	5950.04	4872.49	9463.58	5979.57	930.645	5934.91	7192.88	7764.51	7502.76	7043.1	7686.42	7727.23	5738.67	5997.3	7561.62	4121.11	4342.93	6579.54	6937.16	5672.34	5869.6	6252.22	6523.38	6250.91	6540.08	7989.53	3976	5055.11	5774.01	5708.97	5972.14	4635.83	5969.1	6223.34	6172.9	3387.94	6767.84	6725.14	4469.37	4697.35	3803.05	5987.96	5984.14	7601.79	5546.33	4893.08	33564.9	4622.81	6955.89	4774.67	5808.33	6033.75	6056.38	5735.31	5381.59	4838.71	5685.91	3952.78	5643.99	6926.15	3890.91	5972.69	6872.95	5512.99	7048.54	4620.33	5728.68	8023.23	6483.83	5822.23	4466.65	3995.82	3713.17	7357.81	6280.11	7024.57	6493.83	6618.21	5715.58	6309.34	3506.81	7696.8
ENSG00000115317	988.523	674.492	715.627	694.763	1073.71	699.955	690.825	929.278	798.944	864.042	740.737	176.393	745.656	899.222	624.559	713.758	550.337	940.907	657.878	1141.08	826.866	720.561	829.026	777.729	814.766	949.668	910.584	860.325	746.793	738.14	909.511	942.143	1068.89	976.051	1113.99	1354.49	847.748	826.903	880.374	775.46	832.583	743.309	1021.01	816.579	596.812	774.509	872.813	742.017	622.31	809.714	718.868	707.999	691.276	770.743	630.201	678.859	816.747	743.46	979.194	724.353	765.719	683.502	843.281	1099.74	801.257	925.658	887.075	1011.3	759.324	893.206	603.086	873.799	1400.13	906.462	809.384	1041.15	914.412	780.076	475.992	1158.96	673.833	964.971	854.11	747.48	852.858	666.182	741.661	683.459	596.507	1171.26	988.179	671.598	660.781	721.852	861.081	824.624	674.391	834.604	938.365	673.663	783.666	250.859	780.713	993.41	1112.4	1084.15	623.911	821.12	809.327	727.142	680.288	695.248	840.825	728.538	839.829	1054.41	937.353	809.308	750.847	849.84	1441.22	651.291	831.397	1024.67	810.381	1074.69	732.152	718.918	634.829	918.613	1075.84	563.31	1233.45	659.307	707.43	720.792	739.261	657.583	656.277	1280.93	1009.74	857.891	1141.95	1215.06	895.662	759.828	811.036	1204.35	933.01	671.944	711.615	646.372	701.104	740.166	511.42	957.494	1422.46	652.105	640.028	943.707	515.23	1106.26	631.154	647.067	687.789	809.169	723.766
ENSG00000115350	1762.85	925.755	959.601	909.908	585.883	750.888	738.361	839.947	1241.19	696.605	888.3	1528.46	1283.13	1073.38	747.923	895.853	1093.87	1207.16	1048.91	923.411	962.545	966.02	633.849	1289.3	1304.17	820.685	1010.62	1842.68	809.227	1258.2	1072.28	769.761	981.615	952.365	804.414	839.766	893.773	930.592	860.865	1013.09	877.057	1161.64	741.049	1084.21	1541.61	778.245	919.163	867.017	940.574	679.355	923.472	760.218	956.25	940.616	995.583	922.81	1002.04	892.358	738.703	1027.76	1043.78	834.799	916.338	938.157	1156.32	867.236	814.813	1037.93	1053.56	831.971	933.926	570.762	1145.9	1084.87	1126.24	706.162	964.147	851.438	749.351	987.451	903.558	971.216	1069.12	900.862	840.438	1088.19	1004.15	1146.65	925.276	698.195	1050.72	777.895	873.925	779.091	888.329	980.261	1081.28	1216.78	1085.5	1043.4	924.818	1186.81	910.009	813.94	1074.22	713.852	954.671	809.21	879.856	894.661	993.74	903.897	968.131	1024.26	1237.27	1039.93	1064.16	1045.1	1008.85	1106.81	717.812	1050.58	873.653	642.687	722.271	818.346	898.443	1182.6	919.511	959.812	1095.08	2091.19	1227.36	1069.83	911.325	1125.75	743.601	847.735	1053.05	1208.09	892.309	934.58	754.811	847.688	841.266	1004.9	1041.82	994.016	797.679	836.378	1054.51	619.865	1385.59	745.963	826.876	858.938	904.661	754.981	896.985	737.901	1029.18	903.047	813.077	1095.63	741.062	936.953	957.186
ENSG00000115365	1663.67	1000.32	1504.22	1519.1	881.077	1179.49	1122.79	1004.72	980.132	1612.22	797.274	1260.99	1166.55	1421.12	797.754	1055.4	1141.36	797.182	1524.49	813.776	1098.17	1139.23	790.333	1084.59	926.878	1001.41	1045.49	1672.39	962.011	1080.24	1124.72	637.266	1279.2	916.059	717.457	506.098	1037.43	1460.29	763.662	1261.49	1366.37	1284.64	2226.41	1037.64	966.777	1218.54	747.192	1554.18	1043.78	1718.11	1191.8	1422.96	1310.75	1166.37	1186.07	1251.96	1760.8	1275.97	1115.39	1388.11	1164.43	1364.81	957.568	1554.57	1557.85	1686.81	1694.47	1234.6	1655.65	1131.38	1311.46	538.087	488.816	1704.15	1079.91	1019.84	610.136	1058.4	994.503	966.231	795.271	1550.95	1205.01	1545.99	960.835	1194.45	1258.68	2365.15	1021.82	756.432	1662.72	1554.16	1175.63	1220.91	1195.16	1566.11	920.752	687.21	1198.4	1535.25	909.253	1444.24	1337.44	1564.1	615.795	664.488	797.095	1035.85	689.051	1338.45	1600.82	1178.29	989.207	1219.07	1553.46	605.005	1598.49	1398.6	1158.91	1974.24	1449.54	1639.58	927.593	865.775	1467.01	985.364	1521.09	635.639	712.9	1387.48	554.219	364.457	955.833	994.414	1358.86	734.717	1149.6	1574.84	1834.63	408.13	682.408	1208.25	980.651	1082.35	984.176	878.487	1055.3	1226.55	926.919	1315.22	1232.7	1113.1	474.876	1992.61	1344.91	1412.05	554.223	502.271	986.335	1061.31	872.77	955.058	835.588	977.166	1120.86	850.298	981.577
ENSG00000115415	880.989	567.29	387.467	459.668	241.873	429.075	489.641	463.869	594.512	233.649	432.069	1145.72	769.542	697.489	1016.53	160.278	936.173	982.941	633.543	1184.64	452.678	619.329	608.771	672.589	624.616	811.618	615.908	975.577	360.402	663.803	641.232	612.546	450.662	367.068	435.645	447.595	702.303	766.937	777.896	414.708	451.668	408.666	276.3	793.954	592.296	882	627.915	319.192	546.776	339.936	395.9	351.438	818.549	462.145	702.373	427.832	584.645	472.08	659.279	742.429	792.039	277.851	591.031	523.419	680.3	622.949	818.987	613.608	453.172	448.296	788.776	330.797	340.326	609.696	889.794	436.873	539.521	360.369	431.497	409.783	444.539	542.294	490.521	440.484	664.364	719.468	563.99	592.074	478.616	517.8	501.409	629.917	732.769	363.456	468.85	720.485	781.108	512.331	834.246	806.918	357.007	320.169	651.538	608.768	1034.54	348.877	725.576	473.239	516.572	431.219	320.917	708.5	949.397	655.096	801.158	1014.06	512.325	360.811	653.654	541.469	667.345	723.113	722.06	686.032	374.124	636.01	530.027	454.917	468.856	421.711	1001.9	1275.81	1083.15	661.343	541.737	484.9	490.785	425.277	608.156	372.306	681.065	791.725	654.899	462.292	410.454	696.366	449.135	1172.67	723.378	376.13	597.405	440.421	748.249	271.034	473.297	418.211	441.652	485.507	510.298	520.482	447.892	749.302	431.117	230.111	695.529	268.901	580.401
ENSG00000115461	5214.59	7715.01	4469.64	2709.14	35973.7	4565.83	8862.76	14790.4	6716.2	13091	4596.33	4780.71	5364.28	5208.14	4550.1	9356.42	5829.42	2788.02	5001.2	5672.09	13214.1	3875.89	8477.71	5023.7	5087.06	7459.3	7624.62	6549.67	10363.9	6559.76	3392.01	8476	3168.48	10717.2	11918.1	13678	9158.33	2763.89	6564	7686.74	10377.9	10060.8	9970.35	3732.95	10379.1	2916.95	7102.28	2121	6714.77	12093.8	9648.86	5166.63	8772.65	10081	5406.27	10070.1	2673.23	3163.55	5497.13	4863.31	6970.11	3123.31	3144.16	7861.72	10114.3	9496.92	12489.7	2788.32	4627.68	8431.22	4655.19	5366.69	14753.5	4052.72	3188.85	4359.36	11718.1	10225.6	7482.39	11271.7	12041.6	24352.7	10679.6	7792.93	8876.97	2244.05	9863.21	3126.6	2757.97	7293.39	4162.65	10016.3	5523.13	10686.9	12883.7	2836.06	10108.6	7128.97	7163.76	2199.66	14861.8	2191.91	8682.32	9486.66	6381.64	10747.2	2636.15	10169.7	7580.23	12505.9	16354.5	6664.33	2278.5	7005.56	1885.18	6662.65	4033.82	10474.5	12524	5477.83	5363.08	7314.32	5583.74	8246.91	11250.8	8563.47	3106.53	10857.2	6817.42	3349.72	6940.6	9132.13	4458.32	4686.13	10928.3	9750.24	8340.96	2789.7	2710.36	10569	10538.8	3682.62	7105.28	9470.11	2492.81	4496.73	5316.63	7939.17	10224.2	12807.2	3412.27	13368.8	8405.56	6791.47	11864	7457.73	13653.1	2019.61	3775.39	9744.29	9153.04	7586.52	7758.48	7049.08	8439.08	11441.7	3446.12
ENSG00000115484	4097.8	2956.62	3270.19	2678.77	3255.02	2852.91	2770.4	4352.84	3049.85	2529.27	1925.57	3302.31	5592.29	3611.41	1602.2	3566	2703.81	4178.72	2751.39	3945.2	2372.33	2885.45	3175.75	3359.38	3274.32	3627.26	3229.4	4321.06	3488.22	3167.62	3266.85	3798.61	3011.96	3777.45	4123.21	3848.71	2349.41	2660.95	3571.26	2710.66	2567	3327.04	2974.88	3520.21	2752.05	2764.23	4255.95	3146.3	3336.04	2982.15	2895.92	2497.03	4189.13	2751.39	2733.02	2890.31	2853	2904.49	3095.68	4027.2	3860.82	3097.17	2999.37	2710.55	3211.29	2817.84	2510.71	3254.97	3549.76	2787.12	3886.03	841.265	4427.21	3610.04	3772.62	3948.78	4188.28	2907.65	3389.58	4012.25	3060.91	3916.1	3073.33	2904.52	3825	2954.76	2862.19	2958.09	4179.18	2836.18	3701.11	2859.32	3031.4	2688.9	2726.51	2324.08	2681.58	3500.02	2875.07	3101.06	4036.93	4920.23	3152.12	2493.44	3491.24	3964.23	3436.37	2762.44	3872.11	2755.21	3320.78	3446.78	3016.8	3634.02	3307.12	3616.64	3421.9	2886.38	3184.69	3384.15	2487.55	2909.61	2418.02	2500.39	2574.93	3615.57	3182.55	5935.92	2753.83	3133.95	3434.78	1732.89	3577.65	2915.98	2766.36	5080.53	2754.01	2807.24	3101.65	3771.22	3138.76	3622.18	3038.8	4171.28	3741.97	3945.1	4396.09	3170.86	3064.35	2778.64	2728.47	3359.77	5203.26	2726.16	2465.56	3082.58	4938.44	830.19	2721.73	2850.58	2904.34	3387.9	3475.3	2008.88	2710.53	3242.8	4288.22
ENSG00000115514	955.928	537.246	433.243	556.531	274.427	472.669	586.648	429.459	558.88	429.779	616.238	502.305	783.419	638.497	841.112	525.356	293.388	594.842	563.63	675.719	516.762	583.796	420.471	710.36	801.78	664.537	460.151	991.283	461.489	545.551	699.531	623.384	433.872	593.575	627.974	377.526	373.406	470.083	608.164	481.264	606.438	326.122	222.481	445.994	574.126	613.787	616.557	402.132	464.258	397.815	506.489	484.943	233.558	423.624	526.335	455.956	529.776	382.482	434.432	556.73	590.067	526.123	556.579	561.288	485.462	624.576	654.116	737.876	652.383	626.988	469.313	229.069	625.312	650.47	598.45	182.982	652.589	456.545	519.743	477.17	592.103	406.048	452.124	307.561	584.889	680.18	476.909	573.613	474.471	465.673	479.004	658.573	485.442	435.717	298.928	596.325	690.292	533.657	633.124	659.831	428.403	328.147	447.539	559.013	787.62	622.786	581.685	505.707	562.11	441.449	478.764	465.207	606.839	582.732	759.306	821.894	533.879	479.209	570.734	628.665	416.623	613.513	592.627	792.47	438.881	476.656	590.059	777.978	552.096	427.119	757.558	497.453	742.134	647.995	537.045	783.353	452.373	537.708	570.975	534.888	891.381	623.032	663.004	456.783	384.109	437.353	664.111	643.874	527.353	495.188	469.856	618.589	958.61	393.39	339.279	343.684	573.555	402.668	522.022	676.675	530.265	698.917	466.826	454.051	596.88	389.794	643.514
ENSG00000115520	510.37	671.107	454.276	425.682	266.054	748.384	1480.2	383.761	253.235	258.215	265.697	466.781	781.031	356.34	285.205	1487.01	301.702	572.671	380.479	347.603	292.121	377.836	318.193	393.868	185.159	278.922	318.932	443.649	2238.25	388.83	326.052	313.977	273.021	372.464	271.873	274.686	392.766	313.387	293.382	258.374	322.885	268.588	187.839	434.46	505.638	259.775	439.687	240.254	1572.13	387.464	1859.15	1474.55	499.113	715.919	590.813	521.331	232.408	593.919	550.086	485.809	417.711	685.904	229.365	213.274	257.081	283.025	230.97	370.714	316.694	377.189	510.664	186.03	391.911	336.274	448.611	159.407	306.594	884.407	2614.73	591.103	1912.9	265.936	292.885	240.577	327.342	376.622	368.158	286.671	439.555	205.075	253.453	1585.68	1194.78	827.017	248.258	411.716	365.225	616.787	292.153	372.39	430.88	423.438	290.458	135.437	363.755	244.067	453.662	531.992	549.317	426.27	379.536	308.601	394.752	373.279	437.486	390.319	407.618	433.796	300.901	253.392	125.543	327.875	366.847	263.699	337.959	317.373	380.239	564.52	1764.33	184.556	439.036	480.112	357.797	359.396	651.125	768.513	838.936	720.531	565.071	378.094	333.95	451.501	220.465	2222.68	259.564	382.981	448.912	269.619	293.254	423.371	306.206	1825.86	862.506	173.876	558.007	458.066	288.16	230.523	1196.83	383.777	690.727	288.867	2401.74	283.385	378.756	458.129	542.694
ENSG00000115524	841.862	566.861	467.109	474.868	304.3	538.499	531.688	631.262	569.85	702.732	2227.34	629.215	666.92	539.487	944.08	1019.5	260.866	456.398	698.636	328.384	744.419	479.231	257.256	422.92	719.114	509.735	439.554	669.114	821.236	667.468	518.845	520.902	391.729	453.116	835.281	618.85	1012.93	716.163	768.711	690.689	684.363	797.016	806.408	505.023	662.745	468.32	1004.4	441.771	958.342	753.569	880.178	494.447	315.405	372.664	672.725	535.596	661.378	406.254	825.194	473.707	432.331	213.08	437.817	594.242	611.2	518.993	545.66	376.114	427.472	1087.99	345.599	5022.53	847.326	481.986	371.401	719.728	788.073	390.522	467.131	849.378	656.272	1159.23	361.673	662.607	785.927	672.708	418.371	410.269	392.924	986.225	608.988	741.316	621.96	597.953	283.194	1424.55	446.313	978.736	420.307	457.044	762.298	622.231	358.31	425.425	438.699	859.694	880.312	548.587	660.893	382.153	825.813	489.866	551.76	471.232	728.869	376.413	513.09	755.366	433.117	400.37	552.551	484.671	1171.31	1039.37	645.025	1266.34	476.428	727.001	469.795	470.434	503.07	1579.14	309.557	936.743	660.218	817.192	989.557	393.585	766.503	842.588	601.447	551.361	396.602	160.595	610.057	987.954	300.836	588.612	329.166	875.841	547.235	1046.61	1222.83	706.556	755.785	740.14	977.95	5166.01	448.167	893.381	818.964	540.299	314.492	1855.53	528.417	942.78	766.435
