GSM7573.tmn_LEVEL	GSM31427.tmn_LEVEL	GSM31323.tmn_LEVEL	GSM4473.tmn_LEVEL	GSM4476.tmn_LEVEL	GSM31494.tmn_LEVEL	GSM31468.tmn_LEVEL	GSM31370.tmn_LEVEL	GSM31474.tmn_LEVEL	GSM31361.tmn_LEVEL	GSM4458.tmn_LEVEL	GSM4469.tmn_LEVEL	GSM31421.tmn_LEVEL	GSM31514.tmn_LEVEL	GSM4446.tmn_LEVEL	GSM4443.tmn_LEVEL	GSM4432.tmn_LEVEL	GSM4480.tmn_LEVEL	GSM31379.tmn_LEVEL	GSM31465.tmn_LEVEL	GSM31503.tmn_LEVEL	GSM4454.tmn_LEVEL	GSM31553.tmn_LEVEL	GSM4445.tmn_LEVEL	GSM31565.tmn_LEVEL	GSM31426.tmn_LEVEL	GSM31377.tmn_LEVEL	GSM31336.tmn_LEVEL	GSM31347.tmn_LEVEL	GSM31444.tmn_LEVEL	GSM31606.tmn_LEVEL	GSM4429.tmn_LEVEL	GSM4451.tmn_LEVEL	GSM31607.tmn_LEVEL	GSM31252.tmn_LEVEL	GSM31402.tmn_LEVEL	GSM7588.tmn_LEVEL	GSM4461.tmn_LEVEL	GSM31516.tmn_LEVEL	GSM7594.tmn_LEVEL	GSM4486.tmn_LEVEL	GSM31372.tmn_LEVEL	GSM31523.tmn_LEVEL	GSM31404.tmn_LEVEL	GSM4438.tmn_LEVEL	GSM31531.tmn_LEVEL	GSM31501.tmn_LEVEL	GSM31591.tmn_LEVEL	GSM7579.tmn_LEVEL	GSM31438.tmn_LEVEL	GSM31592.tmn_LEVEL	GSM31387.tmn_LEVEL	GSM4474.tmn_LEVEL	GSM31570.tmn_LEVEL	GSM7585.tmn_LEVEL	GSM31393.tmn_LEVEL	GSM4466.tmn_LEVEL	GSM31579.tmn_LEVEL	GSM4465.tmn_LEVEL	GSM31615.tmn_LEVEL	GSM4453.tmn_LEVEL	GSM4439.tmn_LEVEL	GSM31517.tmn_LEVEL	GSM31374.tmn_LEVEL	GSM31355.tmn_LEVEL	GSM4448.tmn_LEVEL	GSM31193.tmn_LEVEL	GSM31596.tmn_LEVEL	GSM7567.tmn_LEVEL	GSM4463.tmn_LEVEL	GSM31612.tmn_LEVEL	GSM31259.tmn_LEVEL	GSM4430.tmn_LEVEL	GSM31530.tmn_LEVEL	GSM31463.tmn_LEVEL	GSM31543.tmn_LEVEL	GSM31544.tmn_LEVEL	GSM31275.tmn_LEVEL	GSM31301.tmn_LEVEL	GSM31408.tmn_LEVEL	GSM4479.tmn_LEVEL	GSM4449.tmn_LEVEL	GSM31227.tmn_LEVEL	GSM31195.tmn_LEVEL	GSM4456.tmn_LEVEL	GSM31436.tmn_LEVEL	GSM31327.tmn_LEVEL	GSM31255.tmn_LEVEL	GSM4457.tmn_LEVEL	GSM31571.tmn_LEVEL	GSM31417.tmn_LEVEL	GSM31282.tmn_LEVEL	GSM31346.tmn_LEVEL	GSM4444.tmn_LEVEL	GSM7591.tmn_LEVEL	GSM4455.tmn_LEVEL	GSM31313.tmn_LEVEL	GSM31326.tmn_LEVEL	GSM31398.tmn_LEVEL	GSM31605.tmn_LEVEL	GSM31307.tmn_LEVEL	GSM4478.tmn_LEVEL	GSM31325.tmn_LEVEL	GSM31369.tmn_LEVEL	GSM4459.tmn_LEVEL	GSM4452.tmn_LEVEL	GSM4460.tmn_LEVEL	GSM31588.tmn_LEVEL	GSM31228.tmn_LEVEL	GSM31348.tmn_LEVEL	GSM31505.tmn_LEVEL	GSM31386.tmn_LEVEL	GSM31375.tmn_LEVEL	GSM31271.tmn_LEVEL	GSM4428.tmn_LEVEL	GSM31552.tmn_LEVEL	GSM31312.tmn_LEVEL	GSM7597.tmn_LEVEL	GSM4434.tmn_LEVEL	GSM4475.tmn_LEVEL	GSM31583.tmn_LEVEL	GSM4468.tmn_LEVEL	GSM31352.tmn_LEVEL	GSM31362.tmn_LEVEL	GSM31460.tmn_LEVEL	GSM7600.tmn_LEVEL	GSM31535.tmn_LEVEL	GSM4450.tmn_LEVEL	GSM31495.tmn_LEVEL	GSM31540.tmn_LEVEL	GSM4441.tmn_LEVEL	GSM4464.tmn_LEVEL	GSM31549.tmn_LEVEL	GSM31322.tmn_LEVEL	GSM31279.tmn_LEVEL	GSM7570.tmn_LEVEL	GSM31461.tmn_LEVEL	GSM31477.tmn_LEVEL	GSM31667.tmn_LEVEL	GSM4427.tmn_LEVEL	GSM31476.tmn_LEVEL	GSM4483.tmn_LEVEL	GSM31490.tmn_LEVEL	GSM31486.tmn_LEVEL	GSM4436.tmn_LEVEL	GSM4471.tmn_LEVEL	GSM31560.tmn_LEVEL	GSM4481.tmn_LEVEL	GSM4442.tmn_LEVEL	GSM31435.tmn_LEVEL	GSM4437.tmn_LEVEL	GSM4447.tmn_LEVEL	GSM31331.tmn_LEVEL	GSM4440.tmn_LEVEL	GSM31508.tmn_LEVEL	GSM31573.tmn_LEVEL	GSM4426.tmn_LEVEL	GSM4462.tmn_LEVEL	GSM31576.tmn_LEVEL	GSM31608.tmn_LEVEL	GSM31419.tmn_LEVEL	GSM4435.tmn_LEVEL	GSM7582.tmn_LEVEL	GSM4482.tmn_LEVEL	GSM4484.tmn_LEVEL	GSM4472.tmn_LEVEL	GSM4485.tmn_LEVEL	GSM7576.tmn_LEVEL	GSM31555.tmn_LEVEL	GSM4470.tmn_LEVEL	GSM31261.tmn_LEVEL	GSM31467.tmn_LEVEL	GSM31804.tmn_LEVEL	GSM31484.tmn_LEVEL	GSM4431.tmn_LEVEL	GSM31529.tmn_LEVEL	GSM31262.tmn_LEVEL	GSM31581.tmn_LEVEL	GSM31367.tmn_LEVEL
ENSG00000165637	21211.9	4541.61	10211.1	17748.7	18452	15398.4	14558.2	15514.5	16780.6	16789.1	9954.91	12589.7	6670.11	16221.4	10542.5	13599.6	11776.9	14872.1	14554.3	20592.7	16067.3	11378.4	15681.9	15895	12343.7	3394.82	16551.4	12670.9	16747.3	12843.6	6894.02	13731.4	12616	15702.3	7458.19	5626.45	6357.58	9372.73	16189	18023.8	14088.8	12983.7	16971.6	15160.4	6273.04	11756.2	13328	12279.9	13406.4	11845.7	12108.4	20000.6	15937.1	14357.9	11069.2	15746.1	15761.9	13846.8	14849.9	14223.6	16649.3	11291.8	12510	16532.1	16548	12140	13083.2	16925	18889.5	6811.82	16327.7	11874.5	13331.1	11359.1	19101.1	11657.9	12773.7	5660.03	14411.2	13755.9	11299.1	12610.2	16148.1	14267.5	12767.2	11217.4	13398.2	9687.46	12740.6	10370.9	12969	12237.2	15315.2	18535.7	14519.8	8482.57	6482.97	21448.3	3790.93	16893.5	14502	13538.3	15641.3	13548	10977.8	18229.8	10290.7	12078.2	12875	14119	19319.8	16043.7	17194.2	16898.3	11745.1	17109.5	9791.47	17732.5	9211.45	14374.1	15719.2	16367.1	14965.3	15789.5	18014.9	12393.4	14181.8	14334.1	18361.6	13252.6	11407.9	13053.8	15516.7	17416.3	13529.4	19893.9	17757	13646.6	4732.47	14190.7	15979.5	11649.5	12957.7	17416.8	12275.2	12389.4	18070.4	14658.4	13175.8	14639.3	12272.3	11225.8	11421	10763.3	20403.8	14906.7	11696.4	6214.16	14272.2	16042.2	9052.23	10150.8	12273.4	15242.7	17248.8	10018.4	16980.6	17479.5	13851.8	13645	15759.7	13499	16072.1	16062.5	12883.7	15618.8	16243.6	14741.3	13339.5
ENSG00000165655	186.978	371.85	172.443	242.595	231.658	126.972	148.382	138.677	158.677	160.099	183.625	271.444	173.491	137.13	188.778	129.324	199.002	288.366	101.821	159.91	122.997	180.927	215.727	153.801	142.098	382.335	168.336	307.706	164.933	90.9319	44.936	245.553	200.206	143.906	238.876	237.79	20.4709	238.827	78.6989	199.795	129.308	99.2705	190.602	167.096	219.994	234.088	67.5086	149.306	204.302	186.061	187.011	173.392	190.504	109.97	132.395	205.88	220.83	148.58	163.418	210.679	253.45	200.202	75.9989	148.923	143.609	138.709	199.613	242.304	236.977	194.352	192.452	197.736	229.251	198.022	195.554	213.135	177.449	342.819	321.133	156.926	312.668	181.334	179.464	149.584	235.925	112.512	235.984	312.374	171.377	200.42	187.655	165.658	162.701	205.49	265.852	282.917	185.685	315.466	303.356	186.419	320.233	102.874	253.764	159.211	173.594	242.369	161.305	180.533	210.094	188.551	186.743	82.3652	189.512	172.345	198.68	141.651	236.452	199.243	268.491	159.978	139.064	240.614	150.357	153.229	102.193	158.579	226.623	128.69	170.805	235.154	94.7853	215.078	200.733	310.379	135.225	190.82	143.106	189.3	304.353	228.223	104.51	169.813	158.732	113.962	188.367	169.246	126.028	219.36	147.058	170.427	161.5	213.841	149.815	199.473	178.516	142.07	174.685	302.738	158.01	196.504	155.395	245.17	218.651	247.126	219.131	208.57	310.128	244.032	183.891	122.562	231.862	108.124	147.405	107.236	159.563	108.355	213.616	172.189	133.683
ENSG00000165678	247.933	594.486	546.542	1202.49	1131.53	700.059	789.979	459.691	1094.15	872.085	875.86	1223.68	211.116	424.308	1161.61	1171.06	542.469	637.331	642.612	351.252	455.572	764.424	542.255	500.48	509.879	370.723	617.954	1989.76	791.881	711.284	445.219	651.151	818.281	309.944	252.348	512.202	72.8056	1114.81	622.025	612.693	1016.87	473.674	637.12	594.444	1380.71	1003.19	483.689	562.465	813.917	500.383	580.465	539.145	1325.06	843.966	541.362	554.988	694.919	1003.43	657.486	400.999	397.631	947.767	398.609	1111.79	925.771	1456.81	774.566	401.067	311.226	864.52	585.436	792.599	627.206	723.611	339.094	608.957	532.044	460.498	577.855	722.283	1034.81	1205.16	1011.39	555.585	593.451	663.601	802.281	13.8689	689.549	505.586	1501.82	314.238	505.294	44.6831	523.962	1101.82	293.56	756.424	1199.47	17.6602	397.748	857.59	750.749	637.175	623.716	245.705	1266.23	1129.79	1080.27	499.585	640.997	693.895	601.634	1019.5	440.499	404.407	438.34	539.159	681.811	633.187	735.422	809.342	865.597	896.278	415.089	596.399	725.767	243.784	845.82	492.129	1517.82	582.169	425.605	634.493	521.868	860.742	473.013	409.683	516.078	686.562	396.982	1138.61	491.86	746.734	1245.08	1011.1	413.948	580.082	360.888	316.539	1209.16	1185.05	876.531	836.094	507.187	1013.15	281.192	1418.17	1041.87	417.045	618.7	451.561	622.991	1777.09	831.165	1175.39	242.685	523.559	332.671	839.731	502.1	308.708	1117.12	660.661	1238.42	375.971	1241.94	446.817	421.211
ENSG00000165689	2064.35	1812.68	2225.74	2361.73	2013.83	2299.14	2174.56	2245.33	2537.63	2186.41	2167.34	2342.65	2027.38	2214.96	2251.5	2301.01	2216.01	1803.56	2276.82	2268.04	2297.57	1943.52	2339.59	2386.54	2384.74	1731.16	2359.63	2315.89	2233.42	2067.8	1927.62	2496.77	2052.47	2352.7	2125.28	1797.38	755.648	2220.58	2445.52	2524.75	2551.52	2780.01	2101.35	2000.4	1861.26	2695.88	2282.11	2180.01	2189.64	2205.21	2352.38	2260.81	2578.54	2415.48	2696.6	2131.3	2029.42	2684.9	2569.38	1911.58	2058.3	1987.18	2539.3	2044.53	2341.3	2094.74	2513.93	2259.23	2153.08	2031.68	2426.56	1724.51	1900.05	2269.2	2213.47	2371.02	2344.13	1467.77	1815.6	2147.78	1712	2438.27	2119.42	2685.69	2006.22	2273.63	1825.79	1701.27	1818.63	2305.51	2239.58	2226.64	2003.34	2100.01	2024.37	1965.97	1923.67	1569.8	1726.97	2580.47	1831.33	2226.56	1835.93	2748.5	2370.35	1982.66	2118.92	1887.85	1892.71	1833.37	2335.82	2234.02	2221.88	2314.31	2494.14	2699.38	2078.83	2005.23	2167.5	2027.36	2178.67	2114.29	2531.53	1922.07	1875.15	1130.31	2400.84	2191.7	2394.79	2350.93	1962.97	1911.37	2718.16	1323	1980.84	2215.16	2118.5	2215.66	1615.14	2268.6	2529.23	2199.16	2406.43	2330.76	2090.81	1908.68	2212.14	1960.05	2175.08	2161.79	2223.33	2401.46	2012.42	2161.78	2168.18	2372.13	1787.51	1807.63	2417.1	2761.08	2231.76	1804.74	2304.94	2185.11	1892.73	2007.13	2019.37	2398.97	2617.03	2063.38	1734.71	1773.4	2159.64	2643.74	2347.59	2400.45	1929.18	2100.27	2070.42
ENSG00000165802	2891.54	1997.89	3470.35	2086.81	2004.66	2423.27	2005.26	2729.91	2130.6	2507.3	4206.42	1598.28	2601.7	3320.83	3974.94	2240.48	3219.43	1954.19	3517.7	1832.62	3357.71	2628.56	1628.54	2710	3283.7	2206.45	3372.08	4066.64	2242.45	3131.52	1161.32	5038.59	2312.03	2318.39	2114.74	2464.47	1709.11	3217.79	2602.34	2364.93	2357.4	3302.41	3161.97	2591.81	2799.47	1454.75	2343.37	1416.98	2545.1	2850.09	1454.83	2236.03	2641.17	2569.57	2832.66	2703.35	2169.78	1564.43	2517.5	1748.6	2424.19	2707.72	2962.78	2953.96	2193.19	2993.6	1621.79	1629.69	1759.78	2380.47	1927.24	3236.75	2509.88	1535.39	2591.84	1680.11	1693.67	2955.77	2926.42	2658.9	1747.12	3997.09	2422.16	2948.92	3029.22	2361.53	2861.95	2704.56	3000.63	2421.98	2282.49	2731.86	2658.99	2467.76	1669.8	2819	2706.2	2691.14	2038.69	2365.14	2981.64	2178.91	3167.78	2841.55	4371.58	2239.5	3353.5	1426.54	2456.44	3008.28	3188.42	2468.11	3321.64	2292	3473.97	1417.3	3033.16	2001.76	2764.01	2001.59	1678.32	1795.95	2196.29	2100.61	2875.12	1778.99	1573.6	2521.23	2190.64	1757.82	2753.19	2524.86	1573.78	3472.28	2452.01	2510.04	2205.68	2926.05	2478.5	2749.69	3070.8	2172.75	3166.92	3444.71	3684.98	2056.85	1463.41	4003.48	2357.28	2921.96	4405.46	4026.1	2782.55	2747.95	2593.28	1679.07	2877.47	2410.12	1574.16	2333.26	2119.62	2793.28	2751.82	2790.13	2387.03	1996.34	1320.1	2129.15	2041.33	1744.17	2687.19	2601.49	2416.52	3436.13	2070.59	2879.04	2092.65	1312.63	2899.69
ENSG00000165868	749.669	1374.13	2640.24	1211.69	548.634	1077.57	752.613	1962.97	727.79	1152.03	1942.78	874.582	1205.77	1240.22	1385.5	1105.72	1641.37	919.379	1628.07	871.765	1235.89	1920.66	335.165	1477.55	864.01	1229.41	1864.06	2197.91	1101.31	1240.98	848.923	1331.61	1263.83	585.323	2823.34	1642.71	198.662	2002.87	611.98	595.109	1665.31	1015.08	947.532	1379.96	1697.2	973.054	826.694	580.36	1301.25	1120.45	442.468	1247.17	1408.4	900.798	1396.86	914.737	702.239	448.815	1372.12	571.93	1221.05	1768.14	891.428	1985.42	1327.2	1713.66	596.119	520.015	671.173	1619.75	392.967	1967.28	1654.39	859.657	949.98	646.422	838.522	2619.83	1916.54	1201.04	869.032	1179.35	1593.4	973.203	1798.41	1033.11	1923.41	2917.55	2531.84	1278.12	1599.33	1558.06	1549.31	1392.71	544.385	2003.41	1900.36	1875.7	1454.06	424.002	2260.84	813.341	2516.26	1062.9	2583.92	1437.84	2191.6	542.838	984.042	1420.51	1458.53	1332.09	1894.02	1775.99	1413.3	258.723	2136.49	371.695	1615.87	564.838	421.067	846.624	1105.52	1364.62	983.758	486.072	1026.05	1074.6	902.522	641.147	1987.32	1694.66	712.238	1687.27	1613.38	650.855	770.1	1339.69	1995.21	1055.18	765.706	1323.63	1194.89	841.719	2083.37	723.961	192.907	1409.9	1104.17	1319.68	1500.87	1441.31	1932.04	1486.3	1544	461.377	1559.45	1675.07	356.255	694.009	1253.93	2215.74	1789.98	1437.5	1116.36	576.31	1774.86	990.889	624.951	1050.38	1286.21	594.4	1341.92	1240.86	1270.85	873.191	1588.56	465.609	1429.54
ENSG00000165914	593.414	968.448	1065.96	780.978	568.452	704.013	863.777	565.343	766.541	788.499	1202.68	864.662	741.733	535.333	1051.51	1099.46	1071.96	827.433	769.643	896.474	945.719	1122.26	561.624	1012.78	868.345	952.103	716.741	520.683	723.541	758.388	1130.93	881.053	1025.1	296.641	1041.08	936.197	185.532	1009	625.498	748.204	940.267	592.794	723.257	1012.36	1187	1331.05	733.084	1097.04	1064.23	809.703	990.727	569.602	842.828	655.355	920.254	809.742	671.123	693.608	991.817	653.287	910.506	1176.87	728.523	729.631	939.673	1197.1	1068.48	615.103	709.397	1032.72	328.582	744.234	1096.44	974.472	716.064	1089.24	1028.31	851.483	1147.16	839.061	768.625	1031.09	1062.72	868.482	1182.02	785.53	1119.17	1190.13	791.223	1063.89	584.719	1112.72	791.675	1079.62	575.371	790.584	966.662	1723.53	905.043	418.535	1140.47	613.554	1128.7	393.854	1335.82	1067.08	1171.37	934.108	876.184	800.257	848.676	895.664	1038.66	874.439	985.281	676.239	1092.28	628.923	1099.12	495.314	799.336	673.395	853.146	882.344	509.966	569.765	1096.88	1103.49	682.8	818.914	966.365	1158.79	1118.36	1865.72	1274.52	665.327	816.204	861.993	1171.43	939.123	523.21	847.387	480.192	898.774	1139.11	673.07	628.976	1167.68	1015.25	838.917	960.019	1044.8	993.347	959.933	1200.72	713.119	916.347	1165.44	582.168	572.762	1004	1215.34	1034.75	829.985	721.15	672.918	903.347	552.274	647.177	677.533	945.102	930.947	787.441	797.447	896.884	520.449	836.689	802.408	722.173
ENSG00000165915	1315.32	1329.73	1568.44	1278.2	1251.87	1133.29	1244.29	1463.36	1266.16	1203.92	1490.74	986.245	1224.49	1226.41	1303.23	567.395	1572.63	1228.87	1391.57	1376.89	1211.24	1037.36	1630.22	1597.3	1122.49	1263.89	1153.89	813.96	1043.14	1491.81	2259.04	1399.3	1224.58	1233.67	906.604	1484.94	1675.31	1356.99	1152.07	1108.86	1613.37	1405.21	1314.68	1681.45	1293.23	1356.32	1246.6	1846.97	1155	1386.51	1916.39	1236.54	1522.88	1164.44	1424.89	1182.29	1494.65	1196.75	1276.57	1467.62	1534.12	1236.81	1390.99	1289.62	1243.52	1290	1594.92	1270.46	1471.15	1006.34	1172.03	1400.4	1686.14	1739.64	1187.2	1468.87	1637.11	1541.27	1253.31	1378.72	1039.42	1029.84	1627.67	1070.02	1063.11	1524.07	1315.77	1278.06	1144.46	986.992	1179.4	1538.34	1365.41	1683.84	1284.98	1049.73	1336.77	1624.49	1339.81	1816.56	1501.49	1460.22	1514.28	1691.25	1812.95	1608.97	1189.58	1543.25	958.737	1307.16	1126.74	1299.86	1164.83	1303.53	1165.53	1750.09	1424.08	1420.27	1433.78	1045.13	1233.2	1849.87	1514.8	1210.18	1661.36	1401.93	1616.42	1648.53	1132.77	1554.4	1461.67	1065.31	1688.08	1768.56	1807.12	1108.82	1104.79	1417.53	1415.62	1780.93	1605.2	1427.93	1530.63	1009.16	1476.97	1082.23	1902.44	1268.77	1372.1	1593.98	1340.82	1168.54	1461.17	1538.29	1267.33	1271.17	1578.02	1058.96	1211.72	1657.86	1266.36	1363.36	1348.43	1667.83	1250.13	1079.46	1424.07	1113.67	1883.44	1916.93	1457.03	1025.38	1697.44	1475.13	1783.75	1232.27	1640.22	1697.78	1453.04
ENSG00000165934	419.011	603.434	561.759	441.558	508.083	444.335	561.192	496.29	452.754	529.571	522.558	611.66	571.427	361.676	523.075	453.715	587.79	489.857	488.974	556.403	590.947	536.583	478.81	447.902	341.305	562.578	634.24	565.595	454.24	501.153	194.696	487.089	529.579	545.621	701.714	430.425	395.348	596.656	426.649	570.262	495.501	643.98	469.612	397.743	549.441	527.036	377.899	432.503	428.877	365.083	541.641	519.557	368.262	453.692	401.322	476.078	390.813	473.803	388.422	473.767	400.54	585.027	407.679	506.754	562.883	506.414	458.602	499.795	478.642	690.659	526.818	603.101	403.634	512.832	598.491	416.17	464.88	693.326	629.115	469.5	465.213	569.099	531.646	468.261	539.563	441.331	508.131	649.023	530.609	463.192	511.791	456.027	507.501	398.058	571.444	562.993	661.511	606.492	697.432	495.836	552.505	444.775	519.637	635.979	467.89	434.396	652.367	465.02	488.544	481.312	572.648	499.323	542.829	462.094	563.825	509.162	548.157	658.212	576.102	468.892	523.498	348.344	558.761	621.341	523.15	824.353	513.692	445.764	492.654	398.747	503.682	530.351	465.624	393.448	479.963	624.549	441.574	582.747	621.532	452.533	327.089	510.28	570.661	511.542	619.839	394.922	383.253	531.78	384.233	406.753	510.86	628.214	577.481	508.847	485.392	580.846	411.622	527.365	452.824	511.159	554.043	538.329	401.035	380.952	468.597	425.066	555.222	681.215	523.83	364.988	462.494	402.365	348.23	596.357	454.885	426.724	389.017	403.689	501.589
ENSG00000166033	3880.45	3498.59	2899.52	3333.86	1341.02	2743.22	4151.99	2689.65	3989.13	5000.7	3082.42	2747.26	4234.28	6441.77	3509.31	4296.79	3190.2	2322.54	2988.9	3542.76	4876.68	3028.81	4593.92	1444.31	2803.63	3031.32	3140.96	3546.83	2638.23	2175.23	333.317	5021.19	2872.44	2451.01	1850.17	2835.29	506.815	2802.08	5875.94	4284.34	2174.2	2013.21	5508.81	3095.24	2978.79	4759.77	1875.73	1723.78	2938.07	2618.9	2013.72	2184.98	3269.89	4058.81	3912.09	2532.02	3702.78	3473.76	2169.67	2869.31	2834.26	3728.33	4776.27	3821.64	4899.92	2540.14	3620.37	2884.46	3483.34	2250.39	3164.04	2971.19	3397.6	5098.71	2101.77	1482.63	2266.7	2988.6	2302.09	2696.15	2300.02	4303.36	2765.49	2977.04	3253.51	3054.04	2881.65	3172.31	3744.72	3087.27	4264.66	3034.77	2814.7	4790.38	2885.87	3709.33	1891.05	4996.39	2988.91	2789.51	2696.81	2308.54	3785.17	3217.01	2682.2	3013.64	3125.74	1859.81	2224.63	3447.04	4672.36	2537.51	3823.34	3114.18	3687.36	3708.15	2199.17	2116.49	3355.29	2375.08	3698.24	3010.69	4494.77	3757.3	4352.39	2651.78	4256.95	2400.88	3940.73	2254.34	3391.49	2584.52	2930.67	3807.13	3117.33	4044.88	2694.61	3156.96	3846.63	4181.55	3563.73	1923.39	2342.35	2814.83	4322.71	1955.2	5283.54	3768.49	4305.03	2875.38	3855.46	3571.82	3003.25	3063.94	3024.63	2097.47	4367.61	1977.45	3852.59	2304.54	2614.65	3687.76	3089.77	2990.08	3027.41	1146.26	3022.05	3979.8	4375.8	3692.54	3519.78	3848.07	2782.21	4249.42	3268.91	2903.56	2400.87	2847.15	3324.9
ENSG00000166086	1600.37	2857.17	2596.84	3153.42	2009.22	3049.32	3204.25	3977.63	3139.83	2394.87	2721.5	2794.26	2449.62	2266.62	3689.73	3643.18	3308.83	3320.41	3135.24	3018.6	3249	3320.05	2271.3	2494.22	2369.03	3743.3	3355.22	4938.57	2424.38	2092.48	1900.38	3466.48	2906.8	2241.9	3677.51	2831.72	671.574	4274.29	2794.58	2071.15	2309.38	2781.59	3141.71	2924.57	3775.28	2190.56	1876.02	1687.45	3485.33	2902.55	1739.86	2722.79	2807.21	2264.1	2749.77	1919.67	1508.69	2946.65	2762.29	1884.51	2421.36	4161.92	2500.86	3152.32	3011.85	3457.8	1945.07	2394.6	1903.97	3425.39	2411.43	3538.44	2748.14	1867.67	2923.55	1973.55	1922.68	3261.33	2124.42	2480.48	3432.95	3840.06	3430.48	2196.04	3163.37	2365.1	2771.78	3032.05	3152.58	3202.54	2936.48	2431.76	2447.75	2370.12	1780.83	4361.87	3315.58	3140.22	3540.47	1626.31	2228.61	2211.58	3156.32	2608.83	3140.24	2902.27	3480.67	1798.25	3199.14	2486.23	3157.42	2161.51	3044.6	3372.48	3154.67	2582.01	2488.78	1294.28	4300.03	2088.77	2897.55	1651.07	2432.98	3348.91	2207.19	691.513	2004.29	2224.1	3008.95	1976.2	3252.82	2924.02	1944.72	2465.97	2647.96	2077.8	2682.89	2429.93	3112.98	2837.5	2377.5	2993	2609.48	4080.06	3086.65	2907.9	1994.3	3087.01	3271.25	2066.05	3228.3	3972.28	2872.95	3134.25	2954.73	2566.53	2787.62	3392.61	2700.53	1903.81	2593.09	3877.61	4866.48	2909.81	2715.32	2962.24	3949.25	2046.52	1556.28	1796.12	3254.91	2390.68	3086.4	3650.68	2734.75	1450.2	3101.72	1887.07	2678.55
ENSG00000166171	302.042	448.595	825.839	339.851	297.103	387.631	372.698	758.652	414.753	415.311	453.459	344.092	397.114	502.408	471.651	308.301	568.542	469.085	538.43	387.676	441.701	499.488	193.243	518.947	278.056	479.148	613.032	585.103	446.216	445.73	332.294	447.898	447.025	492.542	679.521	448.64	64.6858	589.759	464.328	360.31	600.511	651.228	516.347	324.049	618.683	462.24	410.212	264.103	457.016	405.253	236.05	411.182	554.824	421.185	436.236	388.42	302.583	226.793	453.805	235.826	481.875	730.305	461.486	664.574	500.662	643.652	348.873	262.744	288.718	643.616	197.903	717.535	554.225	296.189	695.332	311.959	327.569	811.196	505.782	318.578	352.685	473.495	509.867	368.225	449.438	326.735	484.864	743.642	643.069	475.99	605.88	497.441	497.96	376.727	258.07	604.229	676.661	800.185	554.45	425.404	661.17	362.173	686.069	635.014	583.357	258.94	658.729	203.268	506.024	505.156	528.628	484.024	545.317	604.984	491.357	254.014	679.025	195.917	593.235	492.169	237.582	192.201	532.349	685.999	494.126	72.3525	314.073	433.824	467.01	284.64	668.061	561.496	228.95	666.411	537.576	219.472	360.7	563.975	651.668	536.862	535.861	538.487	545.177	404.085	571.231	257.703	274.678	396.096	391.133	446.457	554.295	443.93	432.201	495.274	563.619	319.459	635.051	579.602	239.551	329.586	308.861	701.274	487.198	461.332	551.13	325.332	547.355	306.174	296.885	557.262	591.916	398.926	406.808	542.54	545.189	423.67	382.857	285.044	648.292
ENSG00000166181	673.745	907.179	1034.82	967.27	1024.61	744.95	793.718	1100.4	769.63	913.48	815.147	1114.75	593.991	465.305	830.602	768.516	976.889	528.254	895.561	805.956	698.193	1025.03	619.375	655.096	704.404	937.499	782.756	966.972	558.535	558.021	555.12	821.558	613.156	800.705	1598.09	678.062	165.644	1061.69	474.603	692.066	695.203	1016.9	570.548	542.383	1005.44	973.308	526.912	773.712	968.728	647.481	899.957	757.725	951.111	627.544	919.115	664.332	509.731	1363.23	835.356	905.731	662.375	828.329	421.975	1134.24	833.491	1117.16	722.62	832.628	872.203	1095.86	875.014	1203.51	857.956	1066.94	789.033	882.378	810.589	1172.24	996.278	454.803	554.92	843.506	888.236	481.692	970.222	639.59	648.943	1433.79	1013.9	792.094	976.2	485.28	947.978	737.948	934.861	806.411	902.571	1016.61	885.272	708.542	1081.89	806.727	1066.03	900.896	894.022	759.424	1244.39	787.206	898.268	653.132	1065.59	914.854	801.553	1177.41	798.425	597.662	1060.62	946.378	906.434	842.285	1309.23	741.224	910.756	893.336	506.922	1489.88	833.592	460.309	848.838	764.647	1064.16	947.086	572.128	1073.85	668.683	938.936	589.353	1001.18	1015.71	652.896	616.904	865.474	1029.91	429.331	1050.17	754.486	557.88	674.733	554.215	478.535	794.297	968.422	826.815	979.821	856.449	1378.47	645.132	1017.65	1120.64	802.479	844.977	1056.08	1002.92	916.124	631.089	731.483	1260.7	865.361	573.031	577.641	788.31	444.052	857.488	797.918	778.671	440.551	910.121	901.7	865.996
