GSM7573.tmn_LEVEL	GSM31427.tmn_LEVEL	GSM31323.tmn_LEVEL	GSM4473.tmn_LEVEL	GSM4476.tmn_LEVEL	GSM31494.tmn_LEVEL	GSM31468.tmn_LEVEL	GSM31370.tmn_LEVEL	GSM31474.tmn_LEVEL	GSM31361.tmn_LEVEL	GSM4458.tmn_LEVEL	GSM4469.tmn_LEVEL	GSM31421.tmn_LEVEL	GSM31514.tmn_LEVEL	GSM4446.tmn_LEVEL	GSM4443.tmn_LEVEL	GSM4432.tmn_LEVEL	GSM4480.tmn_LEVEL	GSM31379.tmn_LEVEL	GSM31465.tmn_LEVEL	GSM31503.tmn_LEVEL	GSM4454.tmn_LEVEL	GSM31553.tmn_LEVEL	GSM4445.tmn_LEVEL	GSM31565.tmn_LEVEL	GSM31426.tmn_LEVEL	GSM31377.tmn_LEVEL	GSM31336.tmn_LEVEL	GSM31347.tmn_LEVEL	GSM31444.tmn_LEVEL	GSM31606.tmn_LEVEL	GSM4429.tmn_LEVEL	GSM4451.tmn_LEVEL	GSM31607.tmn_LEVEL	GSM31252.tmn_LEVEL	GSM31402.tmn_LEVEL	GSM7588.tmn_LEVEL	GSM4461.tmn_LEVEL	GSM31516.tmn_LEVEL	GSM7594.tmn_LEVEL	GSM4486.tmn_LEVEL	GSM31372.tmn_LEVEL	GSM31523.tmn_LEVEL	GSM31404.tmn_LEVEL	GSM4438.tmn_LEVEL	GSM31531.tmn_LEVEL	GSM31501.tmn_LEVEL	GSM31591.tmn_LEVEL	GSM7579.tmn_LEVEL	GSM31438.tmn_LEVEL	GSM31592.tmn_LEVEL	GSM31387.tmn_LEVEL	GSM4474.tmn_LEVEL	GSM31570.tmn_LEVEL	GSM7585.tmn_LEVEL	GSM31393.tmn_LEVEL	GSM4466.tmn_LEVEL	GSM31579.tmn_LEVEL	GSM4465.tmn_LEVEL	GSM31615.tmn_LEVEL	GSM4453.tmn_LEVEL	GSM4439.tmn_LEVEL	GSM31517.tmn_LEVEL	GSM31374.tmn_LEVEL	GSM31355.tmn_LEVEL	GSM4448.tmn_LEVEL	GSM31193.tmn_LEVEL	GSM31596.tmn_LEVEL	GSM7567.tmn_LEVEL	GSM4463.tmn_LEVEL	GSM31612.tmn_LEVEL	GSM31259.tmn_LEVEL	GSM4430.tmn_LEVEL	GSM31530.tmn_LEVEL	GSM31463.tmn_LEVEL	GSM31543.tmn_LEVEL	GSM31544.tmn_LEVEL	GSM31275.tmn_LEVEL	GSM31301.tmn_LEVEL	GSM31408.tmn_LEVEL	GSM4479.tmn_LEVEL	GSM4449.tmn_LEVEL	GSM31227.tmn_LEVEL	GSM31195.tmn_LEVEL	GSM4456.tmn_LEVEL	GSM31436.tmn_LEVEL	GSM31327.tmn_LEVEL	GSM31255.tmn_LEVEL	GSM4457.tmn_LEVEL	GSM31571.tmn_LEVEL	GSM31417.tmn_LEVEL	GSM31282.tmn_LEVEL	GSM31346.tmn_LEVEL	GSM4444.tmn_LEVEL	GSM7591.tmn_LEVEL	GSM4455.tmn_LEVEL	GSM31313.tmn_LEVEL	GSM31326.tmn_LEVEL	GSM31398.tmn_LEVEL	GSM31605.tmn_LEVEL	GSM31307.tmn_LEVEL	GSM4478.tmn_LEVEL	GSM31325.tmn_LEVEL	GSM31369.tmn_LEVEL	GSM4459.tmn_LEVEL	GSM4452.tmn_LEVEL	GSM4460.tmn_LEVEL	GSM31588.tmn_LEVEL	GSM31228.tmn_LEVEL	GSM31348.tmn_LEVEL	GSM31505.tmn_LEVEL	GSM31386.tmn_LEVEL	GSM31375.tmn_LEVEL	GSM31271.tmn_LEVEL	GSM4428.tmn_LEVEL	GSM31552.tmn_LEVEL	GSM31312.tmn_LEVEL	GSM7597.tmn_LEVEL	GSM4434.tmn_LEVEL	GSM4475.tmn_LEVEL	GSM31583.tmn_LEVEL	GSM4468.tmn_LEVEL	GSM31352.tmn_LEVEL	GSM31362.tmn_LEVEL	GSM31460.tmn_LEVEL	GSM7600.tmn_LEVEL	GSM31535.tmn_LEVEL	GSM4450.tmn_LEVEL	GSM31495.tmn_LEVEL	GSM31540.tmn_LEVEL	GSM4441.tmn_LEVEL	GSM4464.tmn_LEVEL	GSM31549.tmn_LEVEL	GSM31322.tmn_LEVEL	GSM31279.tmn_LEVEL	GSM7570.tmn_LEVEL	GSM31461.tmn_LEVEL	GSM31477.tmn_LEVEL	GSM31667.tmn_LEVEL	GSM4427.tmn_LEVEL	GSM31476.tmn_LEVEL	GSM4483.tmn_LEVEL	GSM31490.tmn_LEVEL	GSM31486.tmn_LEVEL	GSM4436.tmn_LEVEL	GSM4471.tmn_LEVEL	GSM31560.tmn_LEVEL	GSM4481.tmn_LEVEL	GSM4442.tmn_LEVEL	GSM31435.tmn_LEVEL	GSM4437.tmn_LEVEL	GSM4447.tmn_LEVEL	GSM31331.tmn_LEVEL	GSM4440.tmn_LEVEL	GSM31508.tmn_LEVEL	GSM31573.tmn_LEVEL	GSM4426.tmn_LEVEL	GSM4462.tmn_LEVEL	GSM31576.tmn_LEVEL	GSM31608.tmn_LEVEL	GSM31419.tmn_LEVEL	GSM4435.tmn_LEVEL	GSM7582.tmn_LEVEL	GSM4482.tmn_LEVEL	GSM4484.tmn_LEVEL	GSM4472.tmn_LEVEL	GSM4485.tmn_LEVEL	GSM7576.tmn_LEVEL	GSM31555.tmn_LEVEL	GSM4470.tmn_LEVEL	GSM31261.tmn_LEVEL	GSM31467.tmn_LEVEL	GSM31804.tmn_LEVEL	GSM31484.tmn_LEVEL	GSM4431.tmn_LEVEL	GSM31529.tmn_LEVEL	GSM31262.tmn_LEVEL	GSM31581.tmn_LEVEL	GSM31367.tmn_LEVEL
ENSG00000109189	61.5187	186.689	194.053	251.347	191.916	199.708	179.797	165.798	164.028	193.913	205.533	204.683	171.097	91.3197	199.027	161.268	184.347	147.083	144.51	143.276	152.792	131.939	54.6737	115.103	105.87	203.1	248.771	352.677	125.059	108.991	99.666	156.144	189.888	63.8252	185.415	188.283	85.1254	252.317	101.218	117.186	169.313	135.653	125.462	111.407	188.988	94.6686	87.5049	126.201	186.176	131.26	88.5707	151.97	158.919	136.3	168.179	154.058	94.065	150.107	147.134	90.9766	116.014	237.596	79.3124	250.918	175.806	164.512	78.6927	150.596	137.739	185.113	95.4593	106.123	153.883	108.547	181.375	118.506	104.912	166.075	184.597	108.306	303.092	286.035	302.982	127.469	114.674	101.87	154.278	185.217	176.453	131.878	150.403	133.438	151.699	130.765	104.101	231.992	186.363	171.708	147.098	57.6404	136.122	110.461	233.707	74.8118	176.911	178.443	217.656	99.6026	205.463	161.888	135.756	157.038	175.904	285.362	102.267	50.3356	135.537	91.7827	223.975	137.447	127.079	214.111	151.597	163.297	114.504	49.4538	99.486	145.086	161.216	129.981	175.823	170.004	147.471	226.566	140.293	180.937	147.725	103.451	235.155	121.351	80.8991	209.908	80.0805	160.065	181.663	215.791	89.9757	166.091	132.763	85.0602	234.214	208.072	186.182	159.954	145.596	155.57	121.066	208.547	171.148	112.776	171.492	194.642	185.356	222.65	224.068	160.911	192.856	134.914	74.1246	82.594	142.348	144.766	282.916	129.2	130.403	84.6487	278.669	70.8525	91.2249
ENSG00000109323	297.754	639.035	509.648	603.03	870.896	602.218	610.889	1002.21	383.99	560.247	276.588	561.461	491.662	252.63	595.332	724.477	428.97	574.005	477.408	373.751	626.208	418.259	468.335	389.719	525.028	864.043	493.998	554.489	860.399	707.464	1482.13	607.946	549.027	1032.11	936.19	661.939	152.348	392.084	236.837	916.44	496.972	923.313	320.642	718.567	541.031	302.238	389.171	898.065	453.566	927.176	1124.35	583.883	456.722	429.158	615.493	621.277	392.737	831.946	448.772	898.255	681.078	626.505	189.02	675.857	564.144	425.535	521.84	805.051	146.656	846.304	759.639	831.589	556.865	379.373	681.382	908.25	1359.17	424.155	487.842	759.195	620.388	432.343	509.141	466.672	490.718	604.114	414.389	562.993	298.614	514.452	378.802	661.301	400.304	371.558	827.948	389.358	611.537	419.658	591.786	806.34	556.695	1127.28	475.345	1001.07	340.645	617.099	449.273	917.864	534.625	506.702	482.456	610.628	525.765	749.186	483.286	363.167	555.88	780.134	420.758	863.439	718.88	369.361	483.574	521.173	524.552	1446.64	374.261	464.318	492.84	1289.02	330.865	557.806	1151.01	265.535	391.017	378.039	527.933	1072.62	645.124	716.151	655.784	790.245	1158.89	412.034	360.309	271.756	661.835	481.059	494.315	566.946	593.178	427.636	406.577	457.779	671.394	830.844	284.827	546.551	594.339	1269.39	581.491	499.18	484.783	519.309	445.669	510.53	689.343	260.57	319.761	312.597	664.418	379.218	596.136	698.114	419.189	340.637	597.885	1076.38	859.62
ENSG00000109332	1062.89	1844.15	1885.77	1974.59	1201.33	1063.86	1541.37	1638.34	1360.57	1595.23	1832.45	1958.84	1487.42	1055.01	2011.65	1239.89	1974.89	966.004	1977.04	1743.23	1685.26	1702.05	817.501	1677.74	1527.56	1777.61	1586.56	2142.78	855.36	954.727	1470.05	1396.6	1584.43	1278.22	2754.87	1481.35	456.26	1938.53	1142.89	1534.77	1777.71	1314.5	1532.71	1446.45	1772.87	2409.18	1291.49	1648.45	2175.6	1112.33	1507.46	1368.84	2062.53	1215.11	2385.84	1100.09	943.709	1710.43	1358.01	1508.69	1475.47	1741.23	1224.02	1854.96	1259.55	2192.43	1481.68	1455.71	1860.15	2240.37	864.664	1928.23	1540.76	1773.89	1128.47	1842.61	1541.73	2069.67	1808.31	1183.89	1376.99	1739.64	1522.12	1434.83	2136.66	1157.86	1489.91	2829.14	1824.42	2153.41	1752.36	1487.54	1435.57	1804.49	1740.48	1685.72	1875.05	1269.42	1563.74	1171.79	1824.06	1248.07	1474.11	1038.06	2171.44	1659.61	2215.1	1776.98	1495.69	1071.14	2059.88	1131.21	1644.08	1703.52	1400.5	756.02	2209.08	1383.68	1496.2	968.161	1487.53	1101.38	1623.54	1956.48	902.545	2356.31	1780.33	1261.04	1526.44	1713.18	2218.74	1777.2	1496.91	1665.01	1187.56	1224.26	768.883	1542.84	1753.38	1093.78	783.632	1352.44	1408.41	1188.3	1825.2	1303.82	702.755	1265.67	1356.23	1213.14	1561.93	1962.52	1412.25	1599.25	1567.75	1903.85	1679.3	1837.02	1369.4	1246.96	1384.2	1920.53	2779.04	1627.88	865.77	1599.43	1543	2170.63	616.715	1354.69	1494.11	1131.04	1618.66	1682.41	1493.18	525.022	1662.1	1528.74	1224.97
ENSG00000109381	471.326	769.197	425.151	560.722	480.142	647.488	749.501	620.311	563.254	490.014	672.64	584.284	504.181	590.105	658.963	596.204	633.893	633.048	357.364	560.065	643.491	731.38	544.397	768.284	574.876	625.962	394.26	148.895	639.88	494.077	1399.81	603.744	636.274	333.132	676.107	666.471	864.112	731.476	642.836	738.906	583.17	555.201	475.799	634.493	734.482	735.08	578.993	851.413	738.732	515.867	924.983	612.758	490.225	532.391	532.413	632.237	575.028	789.507	587.128	726.878	811.02	590.5	650.077	493.192	591.938	408.037	673.467	820.538	470.463	741.398	538.369	687.489	636.268	753.057	533.769	898.026	1109.8	684.949	615.452	650.584	583.228	584.415	550.221	832.78	663.718	672.82	553.761	516.492	727.324	697.529	625.328	550.527	647.42	425.704	546.164	539.478	674.767	621.415	726.756	668.423	703.41	544.127	464.082	634.582	518.679	687.395	414.24	904.999	626.527	685.815	555.592	705.858	626.104	443.496	657.485	658.132	820.884	476.275	729.404	516.065	811.532	494.954	615.457	488.014	785.94	959.519	622.428	688.985	620.518	842.418	387.811	694.43	737.088	346.088	561.764	660.608	699.807	771.898	548.032	627.048	345.893	512.43	167.787	466.149	482.642	510.164	826.695	578.618	645.321	538.766	618.819	664.292	583.197	553.092	566.332	856.699	664.059	711.556	730.458	675.396	645.784	741.186	764.66	499.318	571.252	625.122	452.922	581.286	1007.67	425.542	597.581	564.096	693.318	699.749	778.71	710.544	616.915	782.746	542.706
ENSG00000109436	470.291	957.189	1249.25	1214.79	938.723	1361.14	817.821	1144.03	1230.13	1443.04	932.308	979.94	1393.24	867.02	761.018	438.106	944.58	690.228	1214.73	887.535	1455.79	708.884	832.13	502.453	639.245	980.733	1797.83	874.672	1099.77	688.263	534.174	976.984	1075.65	1223.02	986.423	1267.93	495.018	740.668	721.694	867.673	916.145	951.337	760.923	753.638	737.697	487.237	976.286	687.845	697.927	498.523	562.014	1245.02	938.071	599.655	774.424	1175	578.654	1162.74	1116.76	1663.79	430.39	991.304	688.364	1239.16	1305.29	998.546	395.003	1359.24	930.307	843.462	1251.51	770.211	790.636	712.28	1069.97	539.473	641.205	909.759	828.82	757.969	997.109	931.72	929.028	528.938	950.845	828.894	801.805	1105.42	1045.56	527.012	614.254	581.707	1609.86	628.784	1161.67	1260.39	1075.49	658.069	962.543	818.869	956.34	900.808	1173.06	929.251	1062.92	650.003	942.62	691.465	783.434	1557.55	1043.1	1724.9	1241.27	1456.19	1063.45	971.624	812.527	986.922	611.078	1009.92	961.31	679.459	809.616	766.835	1579	816.629	532.47	579.996	1149.21	540.057	742.449	805.07	765.78	685.919	859.155	681.174	962.027	822.586	975.613	1049.48	1274.89	551.721	912.328	1228.91	895.153	846.331	1029.07	873.695	620.629	942.563	761.69	720.251	1062.74	984.678	723.346	860.867	707.275	1114.07	1120.44	1507.53	1004.13	800.462	776.185	743.833	985.044	596.069	1233.16	763.936	1318.34	649.861	912.319	946.677	1210.81	964.626	725.811	913.107	1175.56	1247.75	1377.72
ENSG00000109572	201.116	279.906	179.479	339.606	280.668	169.184	205.39	95.5398	168.979	150.473	210.139	351.838	197.514	95.6258	235.687	313.323	130.39	189.713	173.328	124.288	139.289	165.829	94.5796	85.8486	91.7117	248.031	205.29	631.118	153.717	104.109	12.5592	184.091	247.552	93.3572	152.203	160.914	137.734	249.337	131.892	145.563	200.221	178.335	126.195	138.342	274.948	218.258	170.062	114.988	173.44	161.628	70.7675	96.2145	266.341	156.574	166.546	115.033	203.725	187.92	188.101	74.3822	141.836	314.993	57.9689	237.171	191.888	225.695	85.8738	90.1196	151.402	200.147	101.563	54.0079	160.461	108.929	114.836	146.501	91.8158	167.757	146.506	154.81	509.589	255.686	290.956	84.424	123.098	136.556	178.983	217.059	110.624	159.863	266.006	129.684	155.625	79.2649	156.971	291.407	286.041	278.622	298.972	88.1313	156.1	169.947	259.806	82.3863	129.614	189.335	211.555	191.249	261.724	130.967	182.918	145.732	203.276	265.338	150.689	98.0319	135.611	128.301	262.409	184.376	190.408	206.837	144.898	207.494	105.793	166.132	129.82	149.576	182.939	103.551	215.878	155.583	129.554	234.069	140.63	150.917	117.854	225.89	189.137	209.99	316.706	297.817	114.577	175.167	248.91	211.429	55.847	179.991	170.51	103.526	254.901	235.987	201.523	161.036	131.631	185.803	193.425	406.607	225.513	70.9762	238.385	205.468	216.121	340.279	303.994	408.212	80.909	145.821	38.4031	183.819	123.659	140.966	282.517	212.895	232.799	73.64	296.993	133.609	125.424
ENSG00000109790	1071.54	1938.65	1381.18	1918.83	1998.64	1338.54	1498.54	1506.04	1160.87	1312.66	1518.59	1781.58	1574.66	751.488	1641.52	1593.16	1210.55	1354.33	1376.85	920.714	1152.83	1760.01	815.242	1085.16	1669.64	2180.13	1605.61	2544.14	1563.79	1782.79	1769.08	1371.05	1748.28	1133.96	2064.82	1634.08	794.189	1575.74	1136.72	1281.47	1899.6	1066.24	776.319	1697.27	2015.61	1298.5	1988.62	1925.78	1907.9	1432.88	1603.12	1559.34	1785.66	1924.02	1333.9	1213.02	1697.8	1206.73	1701.21	1466.52	1573.62	1765.29	795.256	1722.54	1472.23	2049.18	1598.6	1580.74	1572.58	1840.67	1104.79	1238.93	1451.13	977.96	2063.37	1985.49	2060.32	1916.42	1564.77	1671.82	1698.23	1345.36	1552.62	2315.61	2042.96	1130.12	1846.01	1962.43	1279.46	1398.65	1127.06	1153.04	2001.95	1523.61	1830.76	2784.42	2482.46	841.562	1741.31	1378.31	1292.75	1014.54	1684.26	1170.7	1527	1737.49	1379.54	2144.27	1359.05	1595.78	1460.91	1539.14	1390.21	1346.45	1201.15	755.673	1783.03	1216.93	1407.07	1601.86	1457.29	1770.94	918.681	1113.79	1934.64	2191.69	1061.37	1495.06	1566.24	1840.74	1276.49	1923.97	1664.73	1182.39	1629.48	1661.95	1232.93	1345.83	1948.74	1228.29	1102.61	1631.75	1023.37	1511.56	1524.49	1249.79	787.561	1697.58	1705.96	1122.78	1398.73	1647.07	1392.72	1663.42	1022.16	1464.86	1620.32	2266.89	1438.29	1080.89	1925.7	1288.76	1796.59	1645.52	1221.2	1340.04	1874.65	1165.06	852.33	1310.79	1378.6	1542.76	1286.1	1343.54	1527.76	803.317	1845.97	2220.01	1423.4
ENSG00000109929	473.055	404.897	375.455	848.299	294.456	372.474	652.918	396.253	818.731	657.214	604.942	712.272	591.549	854.537	783.982	580.344	715.701	927.964	395.901	682.436	827.515	505.355	436.51	769.691	553.77	442.63	631.909	833.028	498.197	474.078	86.4263	773.255	431.705	173.571	563.12	575.811	192.852	624.904	855.058	306.041	510.652	211.162	953.16	1187.79	902.299	550.586	266.468	158.919	715.151	621.761	187.272	254.587	637.33	800.247	870.835	274.143	518.364	300.897	344.664	224.057	386.155	828.773	715.506	585.745	1155.06	1035.58	428.357	200.616	726.789	389.287	279.676	721.67	652.45	634.563	384.761	148.26	177.829	474.613	295.575	524.549	1342.09	893.664	583.263	496.732	365.635	632.86	502.39	567.85	820.621	1130.31	778.585	1027.76	250.017	416.053	253.02	627.481	376.669	584.823	774.183	138.432	487.671	289.52	901.9	229.991	429.79	382.111	743.307	269.322	2968.57	309.214	947.753	324.109	567.38	837.644	667.164	398.916	298.966	295.843	530.446	366.727	342.626	347.998	585.274	596.082	340.738	360.162	546.197	396.681	351.011	194.053	703.93	219.956	205.767	635.431	485.316	932.698	391.174	236.308	483.477	564.907	277.375	715.924	454.115	637.696	813.719	1192.88	366.152	844.667	613.471	521.761	831.463	728.24	725.01	752.427	566.339	449.41	538.762	401.765	376.904	175.516	389.198	654.039	870.771	628.382	758.944	981.917	702.76	1069.11	452.4	522.531	722.585	655.687	588.045	707.291	751.876	275.549	566.136	212.482	168.702
ENSG00000110047	508.894	556.017	714.34	927.164	1136.16	1010.37	752.443	971.087	1241.92	1432.56	705.363	987.436	614.266	789.935	666.908	1403.84	566.805	1079.68	843.594	766.161	633.533	699.715	1277.14	647.411	826.815	637.57	759.904	399.371	989.463	1030.05	1345.73	509.145	811.079	702.562	179.459	784.89	1253.97	919.088	1284.16	545.984	1079.62	1054.76	1350.17	784.548	596.915	946.998	748.933	856.001	652.704	738.354	881.203	787.509	916.65	830.649	531.523	628.813	774.238	1023.91	705.037	799.297	619.795	689.358	1036.2	769.042	830.407	843.65	907.16	797.69	631.54	500.808	822.436	942.387	807.175	965.603	712.675	955.38	647.495	595.507	610.707	1185.46	1262.2	859.593	777.056	859.343	873.468	740.16	717.545	154.054	650.62	863.099	966.708	694.232	904.653	498.977	536.389	699.029	1062.65	487.869	708.252	989.948	518.939	962.927	549.328	1091.41	421.065	368.4	658.547	1039.68	1032.84	946.562	591.574	1078.5	680.859	1025.94	636.863	1383.31	432.428	833.712	611.569	714.433	952.704	1104.73	1023.11	934.767	854.096	696.621	1095.39	929.305	905.127	798.962	871.49	671.699	692.819	617.02	595.678	625.619	1046.52	717.193	679.458	846.187	1088.11	986.486	885.681	915.745	982.352	1013.32	1033.8	548.979	1171.45	691.094	1217.46	774.746	1137.18	671.738	1073.59	1008.9	563.524	609.841	1202.64	642.781	676.209	569.295	342.691	810.816	1186.04	1271.39	317.231	724.71	837.932	988.304	927.807	998.764	1072.53	664.96	1107.85	874.336	879.287	724.051	972.199
ENSG00000110066	148.318	272.874	273.499	271.139	205.823	175.944	187.344	249.203	205.168	196.647	204.84	237.675	353.668	149.257	215.802	192.757	208.484	210.676	219.389	186.063	254.305	196.723	183.805	194.126	104.505	397.952	211.482	427.852	179.48	149.058	180.173	224.251	230.618	182.866	338.422	228.619	15.4829	283.938	186.533	237.751	154.633	162.288	178.404	174.297	247.74	152.293	166.543	213.839	226.979	154	198.283	210.322	180.021	248.337	217.577	243.885	101.072	213.607	266.019	275.275	243.784	318.077	125.757	253.324	255.143	210.054	157.47	309.241	190.034	288.516	288.069	130.536	211.424	143.463	216.787	244.941	221.634	225.523	301.456	222.552	425.055	290.814	240.613	208.08	203.411	138.909	178.865	394.879	198.639	228.534	174.398	211.538	233.083	235.86	329.838	241.501	225.474	268.863	326.778	149.526	218.107	186.659	263.801	174.664	217.523	268.008	135.948	188.926	211.463	263.66	240.856	191.261	220.872	236.955	243.521	117.914	241.733	241.543	259.42	247.528	243.646	163.037	211.316	159.059	304.67	288.328	164.165	192.765	233.542	247.974	193.941	212.534	227.403	144.692	163.851	209.854	221.286	199.229	255.169	214.399	200.8	199.711	95.9025	263.637	227.965	232.975	132.418	186.177	223.275	165.849	207.78	283.653	160.944	239.794	139.487	105.198	201.001	332.225	168.445	188.626	240.601	242.743	287.021	205.801	261.296	180.913	309.914	149.615	103.494	109.153	188.795	174.549	181.606	229.921	151.635	137.396	266.322	274.472	198.011
ENSG00000110076	1050.09	1177.61	1604.31	1832.93	1030.92	1380	1335.61	1228.04	1430.29	1284.04	1757.69	1013.99	1322.26	1387.61	1686.25	1749.7	1487.61	1641.56	1381.25	1243.39	1221.44	1258.1	1160.77	1326.37	1813.06	1215.08	1423.96	1891.06	1451.93	1877.78	1824.69	1309.79	1323.57	983.815	812.788	1530.35	760.356	1410.31	1523.14	830.172	1964.75	1453.31	1742.03	1450.69	1170.57	1354.36	1276.17	1146.47	1324.12	1555.84	973.757	1051.75	1838.28	1345.9	1259.65	995.274	1778.98	891.531	1267.08	933.15	1210.38	1249.71	2069.17	1440.42	1462.83	1443.33	1247.84	930.382	897.616	1058.82	1095.68	1867.56	1404.11	1321.26	1277.62	1218.93	1403.27	1167.9	1239.38	1420.54	1635.98	1555.04	1556.17	1349.8	1190.41	1588.74	1568.11	727.346	1245.62	1638.44	1496.5	1338.89	1279.28	1225.22	1266.57	1316.37	1352.03	1275.83	1304.71	1126.7	1267.02	1280.96	1209.62	1408.59	1373.74	1143.83	1648.95	1194.26	1405.63	1464.09	1204.36	1380.35	1419.9	1265.04	1544.82	1255.21	1065.15	1047.07	1391.59	1121.12	1101.04	1355.94	1291.85	1164.58	1647.88	87.8874	1408.87	1255.51	1444.36	1301.42	1573.53	1149.86	1138.06	1261.44	1566.83	1248.87	1706.75	1179.26	1341.25	1668.36	1652.02	1364.11	1438.98	1850.35	1570.3	1857.85	927.501	1618.46	1613.74	1669.84	1437.53	1569.55	1807.86	1666.18	1615.08	930.372	1576.13	1096.75	1047.11	1117.88	1184.49	995.874	960.953	1888.66	1900.8	1690.1	1122.89	1281.45	1249.47	1701.19	1591.55	1314.14	1733.95	1462.69	1536.89	1924.85	1737.17	1028.49	1545.92
ENSG00000110107	2319.36	2056.46	3330.23	2082.82	1115.08	2288.97	2460.22	4139.96	2973.99	3536.08	3849.78	2034.95	3415.81	5006.08	2390.76	1564.81	2838.51	2327.83	3562.55	2298.36	3698.35	2475.9	2969.95	2964.07	1643.59	1878.01	3783.81	1861.95	3537.35	2887.59	4007.01	2882.31	2870.69	3386.37	2327.18	2342.38	795.058	2229.34	3846.56	990.154	2508.53	3140.35	3262.16	2708.1	2954.89	2142.96	1583.23	1711.11	2423.85	2645.33	1621.81	3028.61	2115.83	1344.34	2433.06	2061.9	2539.45	1516.86	3795.36	2391.01	2649.88	3217.91	4660.12	3685.55	3059.77	2874.7	1490.54	2370.67	1338.54	2772.69	2140.89	3395.19	3561.5	2233.87	3676.37	1993.55	1706.83	2804.96	3084.6	2742.49	2280.44	2382.77	2448.07	1916.03	3208.99	3056.15	3727.1	3535.6	3893.92	2150.48	2282.98	2614.59	3686.09	3446.88	1379.67	3313.11	2574.08	2441.02	1777.25	3362.09	3123.43	1970.45	3575.53	4034.83	3781.83	2592.29	2115.89	1734.68	2410.87	4319.12	2986.08	3318.68	3352.48	3053.7	3999.61	2233.75	3268.34	1611.26	2617.3	2159.75	1544.86	1924.74	2228.08	3116.47	4792.54	1443.82	2029.69	2594.28	3167.36	1450.58	2340.12	3175.24	1981.04	1904.9	3700.58	1415.68	3415.83	3510.78	2234.68	3034.61	4234.15	1464.58	3382.67	3137.27	3233.42	1846.09	3980.13	1892.48	1769.69	3715.51	1804.18	2624.19	3607.69	3124.03	3211.33	1313.86	3619.65	2871.87	1418.4	2707.56	2430.07	3177.44	2379.18	2688.44	1835.3	1584.97	1859.93	1665.89	2572.72	1792.67	4106.75	1626.75	2107.53	2659.62	3512.18	4025.42	1996.18	1965.44	5745.3
ENSG00000110274	414.331	305.676	269.586	438.16	356.723	458.016	379.287	414.66	426.998	482.625	345.453	387.25	389.709	421.667	278.667	448.502	336.449	354.985	392.221	349.889	403.475	272.521	824.851	440.543	266.412	403.998	383.623	440.264	486.679	371.852	815.318	327.614	417.85	561.647	412.906	526.218	173.627	357.8	460.686	365.346	363.088	390.688	264.746	435.818	339.702	360.11	359.243	618.318	309.447	418.75	570.082	486.198	297.952	345.349	269.485	551.543	398.883	801.787	561.857	850	395.505	281.556	354.254	437.868	480.659	311.253	460.263	722.642	358.747	357.434	795.957	369.759	514.205	538.948	377.898	501.246	454.146	280.244	293.609	488.568	385.825	289.723	354.801	343.935	493.742	401.887	343.266	489.775	447.997	267.413	362.82	392.859	474.492	502.297	567.567	353.857	304.632	259.235	302.869	521.01	419.504	477.269	278.546	525.185	392.409	449.773	216.384	540.372	373.548	552.143	291.512	456.102	411.251	346.48	338.61	653.001	386.797	517.98	260.893	514.073	521.523	412.887	374.868	415.321	516.077	667.411	555.45	362.826	342.941	451.315	269.133	392.534	509.85	251.858	381.669	326.746	489.677	409.509	368.408	379.886	434.075	413.388	384.17	291.005	278.114	341.026	667.815	363.377	180.396	407.682	290.849	294.05	366.707	361.322	365.175	482.265	458.428	331.279	675.992	489.258	271.908	339.38	344.719	390.784	380.314	315.976	400.965	384.449	627.045	370.271	379.804	349.186	412.63	503.398	494.912	478.601	353.014	680.029	574.574
ENSG00000110315	350.677	862.473	1018.52	1134.01	918.746	772.304	631.463	750.377	455.05	557.15	738.764	727.232	770.935	617.655	798.745	735.066	992.036	815.346	787.308	555.146	912.698	783.641	302.252	483.456	623.271	1173.96	878.105	1244.73	643.73	707.521	764.243	878.365	1039.58	516.762	1234.42	882.525	63.5354	1162.35	505.938	610.033	1165.85	530.014	578.6	827.724	1176.24	399.599	606.887	671.365	1151.45	695.134	487.536	866.462	1302.96	612.529	1179.61	889.652	386.102	479.439	941.756	606.119	781.932	1116.06	397.829	1060.34	726.724	916.156	441.727	826.668	411.981	1119.01	513.209	783.772	839.215	502.571	1113.66	624.292	699.28	918.979	827.521	781.12	773.557	976.282	1379.65	760.312	553.993	608.937	735.322	1587.94	663.456	716.331	1052.72	630.398	998.908	656.859	642.173	1043.02	926.346	981.405	885.56	398.12	846.073	825.008	1019.13	603.529	828.582	1041.02	1072.59	610.356	781.061	1108.39	876.354	949.069	703.843	1008.72	708.56	288.011	954.144	443.467	931.765	893.928	461.333	541.269	487.999	850.5	1109.36	5.96246	579.191	739.816	909.211	633.859	1007.21	1084.91	793.81	648.754	1017.72	517.115	628.637	625.391	1102.48	696.486	571.266	1019.99	460.21	831.972	890.485	690.114	249.813	1195.54	868.177	789.731	694.303	662.866	877.136	956.782	476.674	441.117	683.901	1139.72	453.11	469.185	944.791	1055.15	1350.4	961.952	1194.28	808.024	1450.51	429.176	245.832	768.487	691.627	469.283	1111.06	770.516	618.864	272.171	1010.22	756.906	703.599
