Ortholog	LFQ.intensity.p01	LFQ.intensity.p02	LFQ.intensity.p03	LFQ.intensity.p04	LFQ.intensity.p05	LFQ.intensity.p06	LFQ.intensity.p07	LFQ.intensity.p08	LFQ.intensity.p09	LFQ.intensity.p10	LFQ.intensity.p11	LFQ.intensity.p12	LFQ.intensity.p13	LFQ.intensity.p14	LFQ.intensity.p15
ENSG00000075624	992050000	850340000	1260400000	556240000	859660000	885620000	478350000	925300000	536020000	609550000	383090000	342850000	479410000	363010000	307330000
ENSG00000075785	33048000	21644000	31766000	21345000	30008000	26098000	30312000	25984000	19734000	31116000	17670000	23207000	25812000	27073000	21893000
ENSG00000075790	0	474340	0	589690	0	593640	789790	0	0	0	0	805510	0	0	0
ENSG00000075856	443710	0	339730	441120	0	460110	472250	418980	0	398980	325280	357920	343650	477850	0
ENSG00000076043	1090100	3275400	948820	2451400	0	0	0	0	0	0	0	0	0	1287600	1079900
ENSG00000076201	0	1069500	0	577770	0	640180	0	0	769590	0	0	897890	0	0	808970
ENSG00000076554	2125300	3086300	2173800	2528400	2274600	3705900	4060800	4063000	3557800	3741900	4690900	4591700	5692500	6638000	6324200
ENSG00000076685	748450	0	252900	985080	632730	508500	498130	0	646090	0	0	0	0	0	0
ENSG00000076706	0	1022900	1249500	0	1333500	0	874350	0	0	0	0	830930	0	883150	826960
ENSG00000076770	0	0	0	0	0	0	2035800	0	0	0	0	0	0	0	0
ENSG00000076826	0	0	0	0	0	205250	0	0	0	0	0	0	265100	0	0
ENSG00000076864	0	0	0	0	0	0	0	0	0	429110	0	482640	507470	453320	0
ENSG00000077080	0	0	476320	0	325100	0	426580	0	0	0	0	0	0	0	0
ENSG00000077147	2158100	1444300	0	1307300	1219900	901000	1118100	861990	0	1058100	455780	0	0	523430	0
ENSG00000077264	0	0	0	0	0	0	0	0	0	0	0	0	437430	0	0
ENSG00000077279	1295800	1487000	1635900	1810500	1430300	0	0	0	2221800	2428300	0	1715100	0	0	0
ENSG00000077522	12299000	11889000	11041000	12572000	11753000	9757900	8472500	6986800	9299600	7200600	3484200	2127400	3313700	2634400	3323300
ENSG00000077549	12298000	10223000	12850000	13480000	10084000	13948000	11369000	13312000	12142000	11131000	11340000	11406000	9992600	10594000	9833000
ENSG00000077616	0	1421100	868010	1351200	1255700	2784600	1930100	2986100	2039900	2332800	2601800	3616900	2323500	2692600	4269600
ENSG00000077942	0	0	0	0	0	302470	0	0	0	0	0	0	0	0	0
ENSG00000078070	0	197090	245320	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000078114	2420200	3082100	2640600	4055800	3968400	5151700	5258100	4745200	4896400	4854800	9262200	7146400	7332200	7786600	4972800
ENSG00000078140	2699900	4807700	3708000	3150200	3146900	1680100	0	2648900	4380000	4350100	3619000	4655600	5367100	5274400	4357000
ENSG00000078142	334210	381380	0	476280	0	428180	521100	0	0	0	473170	693410	0	442680	0
ENSG00000078369	15591000	22246000	14780000	25778000	36749000	24944000	26136000	33077000	32763000	40076000	50566000	50173000	46022000	48158000	45338000
ENSG00000078618	832870	0	650910	461290	531950	523510	635930	575940	512120	649730	377060	403590	352740	473890	0
ENSG00000078814	0	0	1671300	456870	0	0	0	610300	0	0	0	0	0	0	0
ENSG00000078902	1707600	1776600	0	0	1518900	1928300	0	1424700	1740600	1653900	2358600	2001500	2080400	2177300	2517000
ENSG00000079257	4804400	6931200	5367200	8177200	8076100	8712100	8046800	7810900	11978000	10642000	9527700	2598200	8457700	10101000	9660700
ENSG00000079332	7197600	7956600	7395200	8364300	5543600	6114800	5703400	9647300	8392400	8076100	6197400	11065000	5610900	8247800	6002300
ENSG00000079459	0	0	0	0	0	0	0	0	0	0	304800	0	0	676280	0
ENSG00000079462	752400	1316500	946980	697920	822910	784950	0	0	1153100	1619500	1352000	1251800	0	1123300	1083600
ENSG00000079557	2936500	1344400	2294100	1484100	1248700	864780	792810	1070100	0	602290	587490	0	0	0	0
ENSG00000079691	0	435540	0	416700	0	0	0	0	0	0	551950	0	0	0	0
ENSG00000079785	4382400	4462200	5088900	4124400	4757200	4273200	4254200	4461500	4766600	3634300	3941100	3819500	3744000	2979600	3276300
ENSG00000079805	0	0	0	0	0	0	0	561100	0	0	0	0	328080	0	0
ENSG00000079819	11838000	13960000	16959000	17816000	22849000	26831000	28971000	24681000	29546000	25288000	24832000	26077000	28088000	31124000	26624000
ENSG00000079950	1887400	2066700	2402900	1770400	2418700	2666600	1607400	1577200	0	1876100	1706700	1622500	1418300	0	1323900
ENSG00000080371	2972800	3248100	3269400	3954100	0	3736900	0	1869900	0	4895900	4060700	4881700	5139900	6618900	4934500
ENSG00000080819	665980	542670	0	352910	275410	0	0	0	388460	0	0	0	0	0	0
ENSG00000080824	112560000	120860000	119950000	135330000	130660000	139940000	150670000	131060000	139500000	128200000	130950000	142450000	128770000	128040000	128230000
ENSG00000081760	0	0	0	0	0	0	0	0	0	0	814610	1580100	461900	726570	1036300
ENSG00000082153	1016600	0	1316700	1547600	1348200	665660	979460	1284500	1131600	1007500	0	757050	633720	470310	0
ENSG00000082397	6477200	9503500	11488000	12642000	14839000	20848000	21060000	18986000	19827000	21896000	30325000	28121000	30947000	31972000	32954000
ENSG00000082898	5451500	3647700	5007400	4091700	4725000	4324800	3742400	5556200	3382700	5782100	3793300	2008900	3410200	2618100	3344100
ENSG00000083312	1769500	1958300	1896100	1051700	885820	1629100	1514700	1082600	1501800	1000600	782280	855470	0	757970	636490
ENSG00000083444	2943700	1806600	3361100	1631300	1499300	1586900	1134200	689830	0	1599700	0	0	0	0	0
ENSG00000083720	1251800	1107400	1026400	0	1028700	995190	0	925330	1072700	0	0	914540	1329700	0	989590
ENSG00000083750	1488500	1164400	1291100	1300400	0	1119500	1219400	1119500	941650	1317800	1068100	1303500	971760	1051600	1236000
ENSG00000083845	12778000	10507000	14297000	8733100	9597800	7810700	9139600	8027500	8063700	7383100	6390500	6475700	7604800	7222500	6695200
ENSG00000084070	0	0	1638100	1615000	1644900	1608400	2192400	1710200	1671900	1351500	0	1600700	1058100	1242500	0
ENSG00000084073	723490	0	794570	0	0	718710	0	823140	0	0	0	0	0	0	0
ENSG00000084207	7681000	12629000	40627000	32002000	24994000	60236000	19910000	25793000	35477000	20918000	56200000	26888000	39951000	53455000	13375000
ENSG00000084652	0	0	0	0	0	0	0	0	0	0	0	0	0	70278	0
ENSG00000084674	0	0	0	0	0	0	0	0	0	0	1310100	0	0	1418000	0
ENSG00000084733	31320000	28745000	40520000	33280000	30575000	24018000	41991000	34069000	32990000	41842000	24775000	36560000	24565000	35137000	29763000
ENSG00000084754	8760200	9282900	7131500	8389600	8688100	7632200	7001700	6858000	7118400	11589000	12377000	13697000	12630000	12603000	12866000
ENSG00000084764	6501800	6506900	7125500	5045800	7038400	11381000	10402000	12115000	12122000	13051000	20932000	22245000	18131000	21898000	21175000
ENSG00000084774	2293900	607020	2821200	736960	577100	790530	1035300	882890	358520	945930	0	736530	727810	734020	1038000
ENSG00000085063	0	0	0	0	0	0	11326000	0	0	0	0	0	0	0	0
ENSG00000085117	0	0	0	0	0	0	272090	0	0	1139200	0	0	0	0	0
ENSG00000085433	617070	0	519730	495310	729710	1200400	1279600	1233100	1043600	1077900	1434400	1696200	1372700	963440	1131700
ENSG00000085491	2428800	0	0	0	1257300	672700	0	0	0	0	0	0	0	0	0
ENSG00000085662	29037000	37808000	30435000	30355000	33396000	29821000	33210000	27776000	27066000	33516000	27284000	27942000	31438000	45171000	32808000
ENSG00000085733	3853800	3371600	2184700	3645200	1404700	2250700	3753600	3133700	1411400	3545100	3052000	3376600	2233000	4564300	2439800
ENSG00000085788	0	0	0	0	0	0	0	0	0	544700	696840	739450	0	0	0
ENSG00000085832	502380	0	0	0	346290	0	820380	443380	380870	606150	0	0	0	254650	0
ENSG00000085982	3177500	3870600	2835200	3750300	3280200	4156000	5071400	5159000	6167900	5678000	5449800	5542300	5297200	4638200	4405400
ENSG00000086015	0	0	0	0	0	0	291910	0	0	0	0	417330	0	0	0
ENSG00000086061	1172000	1803400	860160	1416100	1346600	2240800	1633200	1217500	881600	994580	1077200	1268900	2261600	738140	1680500
ENSG00000086289	3185300	3180300	3452200	3743000	2859000	1850500	3820600	4018800	3340700	4623500	4189400	2831500	4718600	5779400	5050200
ENSG00000086475	658250	805670	779140	656820	895690	536170	0	515880	771480	0	0	0	0	0	0
ENSG00000086504	0	0	0	0	0	0	0	0	0	0	0	213000	0	0	0
ENSG00000086598	0	0	0	0	0	0	0	0	0	0	1011600	0	0	0	0
ENSG00000086827	388960	191710	0	208710	0	0	0	397270	214400	0	0	0	0	0	0
ENSG00000087053	0	0	0	0	0	0	0	0	0	0	0	291790	292160	0	0
ENSG00000087086	199320000	111350000	161750000	83399000	132160000	89682000	71197000	68385000	92001000	72311000	5560100	9291900	6290500	7029700	8349400
ENSG00000087088	0	0	0	0	0	0	0	0	452090	0	0	0	0	0	0
ENSG00000087111	0	0	0	0	0	0	220200	0	118960	0	146210	144170	146310	0	0
ENSG00000087191	3751900	3075600	3426100	2812100	2069300	2089500	1928200	1991100	1771400	2867800	2641500	1639200	2365700	1881800	0
ENSG00000087258	15382000	23575000	17759000	32705000	26651000	33979000	37738000	38334000	43189000	27625000	51009000	64190000	61534000	65526000	58322000
ENSG00000087302	3380200	4375600	2822900	2581500	1694500	1776100	1777500	2048300	1459400	3652000	1395800	1300900	2323300	2392100	2177000
ENSG00000087303	2187000	1596400	2063200	1106700	1715100	1050400	0	1114400	1084600	1333700	937780	0	0	0	0
ENSG00000087365	0	0	0	0	0	0	643660	0	0	0	0	0	0	0	0
ENSG00000087470	9108600	7665900	7143100	4555400	4712500	7330100	6232300	6474300	5715600	7134100	9664300	11327000	9706500	11584000	11124000
ENSG00000087842	1257400	2159200	1319000	2441000	880810	2082000	0	0	1533300	3526200	2977800	3333200	3780200	3499900	2155900
ENSG00000087884	0	0	0	0	0	0	0	0	0	0	0	0	755060	0	0
ENSG00000088256	1963400	1983200	2171100	2766900	2127700	2902800	1797500	3766000	1036400	2484400	2749200	3342800	1872400	2402700	522430
ENSG00000088367	407180	1300800	1327400	1075000	1596300	4179600	3864900	1587000	3592900	2538300	5819500	8594900	4877300	5844900	7970200
ENSG00000088538	0	378860	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088682	0	0	1122200	1297700	0	1353200	1449500	1615400	1270000	1423800	1470400	1946700	1776100	1698100	1618300
ENSG00000088812	0	0	418700	0	0	486890	0	0	0	0	0	536130	0	422890	0
ENSG00000088827	19678000	15322000	15725000	11235000	15551000	7366400	7028800	5541600	3907200	7712000	0	0	0	0	0
ENSG00000088832	0	7960300	16824000	14690000	13484000	33059000	20592000	21584000	23112000	11858000	24767000	5328900	31662000	13857000	20173000
ENSG00000088833	3921600	5700200	6756900	7137800	5871000	6123200	5509800	4542900	6572500	4573000	5037700	5144700	4004300	5373800	5188600
ENSG00000088986	4660300	0	3280800	2895800	3175700	4027400	4668500	4686800	6113800	2295200	7293100	3633400	6161100	3592400	6424600
ENSG00000089006	1587200	1743800	0	1694600	1898200	1835900	1032100	0	1004400	1885800	0	0	0	889770	0
ENSG00000089050	0	0	1177400	0	0	1681300	0	0	2618400	0	0	0	0	0	0
ENSG00000089154	1931900	1789100	1673800	1439100	1597300	1278100	1495800	1887900	1503200	1290100	1055600	1415100	1417600	0	0
ENSG00000089157	21349000	23463000	24267000	19862000	19717000	17827000	16994000	14715000	20179000	18485000	10789000	9825900	12724000	12613000	11108000
ENSG00000089169	0	0	0	1112900	1218600	763020	2388300	1818900	1852400	1772800	5928900	5506900	5826000	3637800	4131500
ENSG00000089220	39153000	39714000	59777000	83491000	76623000	90034000	100230000	108920000	108710000	106570000	143770000	130810000	132180000	167160000	158200000
ENSG00000089248	13919000	9934000	11912000	3401700	12574000	9590900	9473600	7187100	9910100	10896000	6789000	6475300	5650400	4588900	4528200
ENSG00000089280	0	0	947570	0	2115300	0	2180500	1205500	0	1510600	0	0	748160	0	0
ENSG00000089289	0	710330	494170	0	652380	0	649950	694140	556020	790260	1345300	1411400	0	862260	1031200
ENSG00000089597	8937600	7649300	7552300	9056600	8437500	8764300	8506900	6752800	7008300	7023300	5669000	6699200	5638200	5555000	7811300
ENSG00000089693	0	0	0	0	0	0	0	0	0	0	327400	0	0	0	0
ENSG00000089818	0	1822700	0	0	2650600	0	1538700	1724700	1509700	1684100	2543700	2996200	3908400	2514700	2583600
ENSG00000090013	8777700	8896200	7942800	12138000	6567900	6034700	4786900	6692100	6849500	6826600	8315900	10837000	5339700	7098300	6351800
ENSG00000090020	0	0	0	0	0	0	549530	515080	565420	0	758360	662090	648990	487380	633190
ENSG00000090097	0	0	0	0	0	0	672270	0	0	0	0	973670	659590	0	0
ENSG00000090273	3420800	3310500	1976600	3397100	4276700	2471500	1344000	2421900	2578100	1104600	2050400	2532900	1846700	2582100	2328500
ENSG00000090487	0	0	0	0	0	0	0	0	0	0	0	0	0	200600	0
ENSG00000090512	5598000	2651000	5342000	3104500	1849600	1296400	1330600	1452100	1133100	1141900	418250	0	428690	951960	0
ENSG00000090520	0	1188400	0	1092100	1235000	822880	0	0	0	0	0	0	0	0	0
ENSG00000090615	0	6102000	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090621	0	0	0	0	0	0	0	319440	0	0	0	0	0	0	0
ENSG00000090857	0	0	0	0	630290	0	653050	0	0	0	0	555840	0	685230	0
ENSG00000090861	10298000	12345000	15177000	15253000	15999000	13800000	15797000	13834000	16538000	13009000	13936000	14395000	12779000	12752000	12294000
ENSG00000091129	1980800	2504500	2540500	3905300	3413700	3885900	4421900	3514600	4643300	2890300	2989900	3824400	3854600	3832500	3961100
ENSG00000091136	6480800	9062100	5525900	2613600	6005500	3103200	2462600	2207500	1090700	2352900	0	731090	762600	1972300	0
ENSG00000091140	9332100	8832800	8651500	9899100	10473000	11894000	10285000	9901600	13197000	8852700	10409000	13659000	13246000	12568000	14889000
ENSG00000091157	575900	439830	733350	415960	744790	1258900	1110200	822940	568870	801790	1571200	1769300	1563100	1680200	2037900
ENSG00000091164	5726200	5263500	6560200	6295200	6777300	5132300	6099700	6499300	7669900	6207500	6110900	6355500	5590900	7047600	6747900
ENSG00000091483	4918200	5078900	5251800	5256500	5883600	6639100	6118800	4933800	5888100	5514100	7120100	8007500	5291800	7214900	7130300
ENSG00000091513	10989000	8881000	11888000	9694700	5094400	6992400	6309300	4166100	4128800	4344400	2814600	4031400	0	6421400	5275500
ENSG00000091527	1103700	0	812640	1203600	0	0	737330	0	1348500	1642300	981770	0	1837000	1806300	1392100
ENSG00000091583	10952000	3870000	9241400	3386500	3750700	2152100	0	0	0	1002000	0	0	0	0	0
ENSG00000091664	0	797890	0	700970	602840	744640	714590	795850	0	753470	0	0	1410700	472290	1239800
ENSG00000091972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	762310
ENSG00000092010	9709800	10032000	7098900	9316300	8952600	5628300	6902300	4948700	5537600	8172700	3811900	3453800	3168100	3534500	3444000
ENSG00000092054	0	0	0	0	0	0	0	0	0	0	0	0	507770	0	0
ENSG00000092108	0	0	0	0	0	0	0	0	0	0	0	0	0	179660	0
ENSG00000092201	0	0	0	0	0	0	0	0	0	0	0	0	91136	0	0
ENSG00000092621	2666300	4936500	4301400	5262300	5827100	7250800	7827600	6230200	6570100	6294100	8333400	9964900	7504700	9336800	10147000
ENSG00000092820	3133100	4664100	2328700	3169700	3106500	2151900	6433800	5961700	2449300	3632600	894870	2242300	1719400	833680	991370
ENSG00000092841	15523000	19143000	14359000	12686000	14924000	15189000	18056000	17182000	10536000	8483400	14772000	11204000	11856000	5668700	10303000
ENSG00000092964	48312000	62087000	61410000	71892000	78990000	82777000	90505000	79830000	108600000	98193000	91862000	84840000	96484000	106930000	102890000
ENSG00000093010	16653000	8726000	25460000	11419000	20588000	12312000	8567800	7327900	6685900	13940000	2496800	1863900	2363400	3792300	3036500
ENSG00000093144	0	1861300	1991200	1479900	1481600	1746300	1201900	2939200	2095200	2739500	4781800	3389900	3512600	5212300	2188500
ENSG00000095139	6789200	4838600	4795700	4904100	6171500	3443700	4664400	3518600	4501700	4102800	2183300	3749100	2732000	2580100	2241800
ENSG00000095261	1030700	1104300	1129000	1175700	1132000	1326200	1295500	1202700	943820	840360	1017200	1227900	968730	1114600	0
ENSG00000095321	0	0	0	0	0	503080	562650	471430	0	514250	453690	0	0	0	0
ENSG00000095380	0	2884700	2609600	3018300	2338200	2823800	2717700	2454200	2785500	2376000	2557300	2706400	2089500	2913900	2280700
ENSG00000095637	978300	888840	698880	1102300	696880	1193200	1720700	1033400	1818200	1075300	1237400	1369500	1144900	1209100	1302700
ENSG00000095906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113330
ENSG00000096060	616130	0	1014900	564260	0	580420	0	508630	0	557800	420210	0	0	0	425090
ENSG00000096150	19704000	7895400	17655000	13079000	17616000	21043000	19386000	12775000	23905000	8701800	10721000	8323600	17125000	15087000	7270300
ENSG00000096155	495020	0	0	0	362370	598570	723180	624750	545680	0	602420	860340	873790	677730	1002800
ENSG00000096171	7827300	8598100	8478300	8335500	10868000	8759600	8116000	6940500	8789300	5800300	5999200	7863800	5254300	6346900	8072900
ENSG00000096384	63345000	58266000	80280000	75612000	59201000	79276000	70708000	73779000	65807000	57250000	61555000	61951000	55722000	57351000	51445000
ENSG00000096696	1885000	2421300	2468700	2621800	1780000	0	0	2330200	0	2337200	1642000	0	0	0	0
ENSG00000097021	8849100	8553000	10449000	9789000	15118000	14684000	11748000	13955000	15341000	15073000	22524000	28679000	21607000	19493000	30463000
ENSG00000097033	2734400	3661300	4063700	3987800	4171900	4263200	4906700	3835700	3850000	1906300	1766700	2708700	1621600	1467400	1731500
ENSG00000099246	4686600	6179600	6380600	6722600	5049400	7264700	9743500	9199800	8639600	8423200	7228300	10933000	9974500	12515000	8648700
ENSG00000099256	0	0	0	0	0	0	0	0	0	0	0	0	0	930140	0
ENSG00000099284	8603400	9190800	8411100	7924100	9023500	8415600	8221600	8606800	7192800	7918700	3653500	3718600	5627600	4784300	4399300
ENSG00000099308	0	0	0	0	0	0	291910	0	0	0	0	417330	0	0	0
ENSG00000099331	0	222340	184400	192500	0	326460	628970	143800	0	317600	0	172500	0	137690	0
ENSG00000099341	2518000	3011100	2204300	2443600	2095000	2233000	2462700	3331300	2811400	2803500	4456500	2091200	2100000	2254300	2511100
ENSG00000099365	16679000	23295000	18944000	23232000	28077000	34270000	25022000	31415000	31197000	33518000	39761000	62138000	46644000	53759000	56253000
ENSG00000099622	0	0	0	0	0	0	0	0	0	0	0	0	0	453690	0
ENSG00000099795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3314000
ENSG00000099797	6797100	9001600	6034300	7671500	8172700	5910800	8103500	7696000	8546900	7844700	7646500	12822000	6379000	8641900	8721200
ENSG00000099800	1539500	2047700	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099817	0	0	0	0	303170	0	0	0	0	0	0	0	0	0	0
ENSG00000099822	0	0	0	0	155530	0	0	1203300	0	548330	0	617120	917740	0	0
ENSG00000099864	842370	929290	1094400	1017800	0	1668700	2629600	1616900	1739900	2117600	1736700	2281600	2365000	1753500	2138700
ENSG00000099901	2354400	2641500	2809000	2341500	2416800	2423200	2642100	2210000	3169800	2762200	3402800	5785100	2648200	2380900	3485800
ENSG00000099940	690750	0	501870	800850	0	0	903250	772790	0	1618800	1681100	1059200	1617800	552330	1678500
ENSG00000099942	1362400	0	1045100	922530	0	1623000	958590	1855300	0	1585300	1870700	1982600	1361500	2096200	0
ENSG00000099977	16431000	22930000	22744000	23498000	21406000	33417000	25733000	33117000	23359000	25788000	43866000	37484000	47175000	44274000	48129000
ENSG00000099994	1072100	1027400	1061200	760350	894460	775280	1132900	1040100	1035600	874220	1435100	1253400	1467200	1726500	966450
ENSG00000099995	2346000	2026900	2497300	1892600	2557100	1948000	2107500	1819600	1754600	2101300	0	2198200	1655300	0	0
ENSG00000100028	3834300	3725900	3640200	4794700	3494900	2384400	0	3428200	0	3535000	1521600	2937900	0	2944800	2597000
ENSG00000100030	16243000	14510000	15454000	17302000	16212000	19028000	20373000	18894000	18155000	18833000	24645000	20919000	19569000	22658000	18665000
ENSG00000100034	694010	629830	836410	635140	872020	953890	1490200	1168100	1771700	0	989450	1209600	1437800	1680400	1553100
ENSG00000100075	6309700	6685500	7617500	7577500	7405900	7809000	7361800	9011200	6867700	8597000	10145000	7298900	8993100	8553200	14773000
ENSG00000100097	40399000	58951000	45068000	56262000	47674000	48774000	40166000	45831000	39179000	37117000	36730000	27950000	32350000	30893000	29921000
ENSG00000100129	1712700	1555100	1335400	1549000	1585100	1076300	1319900	0	1015900	1117000	0	1082700	0	826040	1063900
ENSG00000100138	1944000	1606000	1893200	1667700	1745600	1223200	0	1061400	1780300	0	1272600	0	0	1019400	1168500
