condition	level	type	time	species	strain	tissue	gene.name	accession	db	pmid	direction	technique	technique.subtype	ensembl
spinal cord injury	C2	hemisection	7d	10116	Sprague-Dawley	spinal cord;parenchyma	Neuromodulin	P07936	UniProt	19559075	downregulated	proteomics	WB	ENSG00000172020
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	E3 ubiquitin-protein ligase RNF123	D3ZXK7	UniProt	21229311	upregulated	proteomics	WB	ENSG00000164068
spinal cord injury	T9	contusion	2d	10116	Sprague-Dawley	spinal cord;parenchyma	E3 ubiquitin-protein ligase RNF123	D3ZXK7	UniProt	21229311	upregulated	proteomics	WB	ENSG00000164068
spinal cord injury	T9	contusion	4d	10116	Sprague-Dawley	spinal cord;parenchyma	E3 ubiquitin-protein ligase RNF123	D3ZXK7	UniProt	21229311	upregulated	proteomics	WB	ENSG00000164068
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Cyclin dependent kinase inhibitor	O08769	UniProt	21229311	downregulated	proteomics	WB	ENSG00000111276
spinal cord injury	T9	contusion	2d	10116	Sprague-Dawley	spinal cord;parenchyma	Cyclin dependent kinase inhibitor	O08769	UniProt	21229311	downregulated	proteomics	WB	ENSG00000111276
spinal cord injury	T9	contusion	4d	10116	Sprague-Dawley	spinal cord;parenchyma	Cyclin dependent kinase inhibitor	O08769	UniProt	21229311	downregulated	proteomics	WB	ENSG00000111276
spinal cord injury	T9	contusion	7d	10116	Sprague-Dawley	spinal cord;parenchyma	Cyclin dependent kinase inhibitor	O08769	UniProt	21229311	downregulated	proteomics	WB	ENSG00000111276
spinal cord injury	T10	contusion	3d	10090	C57BL/6J	spinal cord;parenchyma	Microtubule-associated proteins 1A/1B light chain 3B	Q9CQV6	UniProt	21304420	downregulated	proteomics	WB	ENSG00000140941
spinal cord injury	T9	contusion	8hr	10116	Sprague-Dawley	spinal cord;parenchyma	E3 ubiquitin-protein ligase SIAH1A	Q920M9	UniProt	21336655	upregulated	proteomics	WB	ENSG00000196470
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	E3 ubiquitin-protein ligase SIAH1A	Q920M9	UniProt	21336655	upregulated	proteomics	WB	ENSG00000196470
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	E3 ubiquitin-protein ligase SIAH1A	Q920M9	UniProt	21336655	upregulated	proteomics	WB	ENSG00000196470
spinal cord injury	T9	contusion	8hr	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	21336655	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	21336655	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	21336655	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	5d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	21336655	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	7d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	21336655	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	21336655	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Cyclin-H	Q9R1A0	UniProt	21710280	upregulated	proteomics	WB	ENSG00000134480
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	Cyclin-H	Q9R1A0	UniProt	21710280	upregulated	proteomics	WB	ENSG00000134480
spinal cord injury	T9	contusion	5d	10116	Sprague-Dawley	spinal cord;parenchyma	Cyclin-H	Q9R1A0	UniProt	21710280	upregulated	proteomics	WB	ENSG00000134480
spinal cord injury	T10	contusion	2hr	10116	Sprague-Dawley	spinal cord;parenchyma	Interleukin-1 alpha	P16598	UniProt	22420033	upregulated	proteomics	microarray	ENSG00000115008
spinal cord injury	T10	contusion	4hr	10116	Sprague-Dawley	spinal cord;parenchyma	Interleukin-1 alpha	P16598	UniProt	22420033	upregulated	proteomics	microarray	ENSG00000115008
spinal cord injury	T10	contusion	6hr	10116	Sprague-Dawley	spinal cord;parenchyma	Interleukin-1 alpha	P16598	UniProt	22420033	upregulated	proteomics	microarray	ENSG00000115008
spinal cord injury	T10	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Interleukin-1 alpha	P16598	UniProt	22420033	upregulated	proteomics	microarray	ENSG00000115008
spinal cord injury	T10	contusion	2hr	10116	Sprague-Dawley	spinal cord;parenchyma	Interleukin-1 beta	Q63264	UniProt	22420033	upregulated	proteomics	microarray	ENSG00000125538
spinal cord injury	T10	contusion	4hr	10116	Sprague-Dawley	spinal cord;parenchyma	Interleukin-1 beta	Q63264	UniProt	22420033	upregulated	proteomics	microarray	ENSG00000125538
spinal cord injury	T10	contusion	6hr	10116	Sprague-Dawley	spinal cord;parenchyma	Interleukin-1 beta	Q63264	UniProt	22420033	upregulated	proteomics	microarray	ENSG00000125538
spinal cord injury	T10	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Interleukin-1 beta	Q63264	UniProt	22420033	upregulated	proteomics	microarray	ENSG00000125538
spinal cord injury	T10	contusion	2hr	10116	Sprague-Dawley	spinal cord;parenchyma	Interleukin-6	P20607	UniProt	22420033	upregulated	proteomics	microarray	ENSG00000136244
spinal cord injury	T10	contusion	4hr	10116	Sprague-Dawley	spinal cord;parenchyma	Interleukin-6	P20607	UniProt	22420033	upregulated	proteomics	microarray	ENSG00000136244
spinal cord injury	T10	contusion	6hr	10116	Sprague-Dawley	spinal cord;parenchyma	Interleukin-6	P20607	UniProt	22420033	upregulated	proteomics	microarray	ENSG00000136244
spinal cord injury	T10	contusion	2hr	10116	Sprague-Dawley	spinal cord;parenchyma	Tumor necrosis factor	P16599	UniProt	22420033	upregulated	proteomics	microarray	ENSG00000204490
spinal cord injury	T10	contusion	4hr	10116	Sprague-Dawley	spinal cord;parenchyma	Interleukin-13	P42203	UniProt	22420033	upregulated	proteomics	microarray	ENSG00000169194
spinal cord injury	T10	contusion	4hr	10116	Sprague-Dawley	spinal cord;parenchyma	Interleukin-12 subunit alpha	Q9R103	UniProt	22420033	upregulated	proteomics	microarray	ENSG00000168811
spinal cord injury	T10	contusion	4hr	10116	Sprague-Dawley	spinal cord;parenchyma	C-C motif chemokine 5	P50231	UniProt	22420033	upregulated	proteomics	microarray	ENSG00000271503
spinal cord injury	T10	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Nuclear factor NF-kappa-B p105 subunit	Q63369	UniProt	22675554	upregulated	proteomics	WB	ENSG00000109320
spinal cord injury	T10	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Mitogen-activated protein kinase 1	P63086	UniProt	22675554	upregulated	proteomics	WB	ENSG00000100030
spinal cord injury	T10	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Apoptosis regulator Bcl-2	P49950	UniProt	22675554	upregulated	proteomics	WB	ENSG00000171791
spinal cord injury	T10	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	Apoptosis regulator Bcl-2	P49950	UniProt	22675554	upregulated	proteomics	WB	ENSG00000171791
spinal cord injury	T10	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	22675554	downregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T10	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	22675554	downregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T10	contusion	7d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	22675554	downregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	6hr	10116	Sprague-Dawley	spinal cord;parenchyma	Myelin and lymphocyte protein	Q64349	UniProt	23196718	upregulated	proteomics	WB	ENSG00000172005
spinal cord injury	T9	contusion	12hr	10116	Sprague-Dawley	spinal cord;parenchyma	Myelin and lymphocyte protein	Q64349	UniProt	23196718	upregulated	proteomics	WB	ENSG00000172005
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Myelin and lymphocyte protein	Q64349	UniProt	23196718	upregulated	proteomics	WB	ENSG00000172005
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	Myelin and lymphocyte protein	Q64349	UniProt	23196718	upregulated	proteomics	WB	ENSG00000172005
spinal cord injury	T9	contusion	6hr	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	23196718	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	12hr	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	23196718	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	23196718	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	23196718	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	5d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	23196718	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	7d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	23196718	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	6hr	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	23595775	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	12hr	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	23595775	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	23595775	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	23595775	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	5d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	23595775	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	7d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	23595775	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	23595775	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	lumbar	aorta occlusion	2d	10116	Sprague-Dawley	spinal cord;blood	Interleukin-1 beta	Q63264	UniProt	24485778	upregulated	proteomics	ELISA	ENSG00000125538
spinal cord injury	lumbar	aorta occlusion	2d	10116	Sprague-Dawley	spinal cord;blood	Tumor necrosis factor	P16599	UniProt	24485778	upregulated	proteomics	ELISA	ENSG00000204490
spinal cord injury	lumbar	aorta occlusion	2d	10116	Sprague-Dawley	spinal cord;blood	Interleukin-6	P20607	UniProt	24485778	upregulated	proteomics	ELISA	ENSG00000136244
spinal cord injury	any	contusion	7d	9606	human	spinal cord;CSF	Neurofilament light polypeptide	P07196	UniProt	24935984	upregulated	proteomics	immunoassay	ENSG00000277586
spinal cord injury	T9	contusion	6hr	10116	Sprague-Dawley	spinal cord;parenchyma	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	O70593	UniProt	25030242	upregulated	proteomics	WB	ENSG00000104969
spinal cord injury	T9	contusion	12hr	10116	Sprague-Dawley	spinal cord;parenchyma	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	O70593	UniProt	25030242	upregulated	proteomics	WB	ENSG00000104969
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	O70593	UniProt	25030242	upregulated	proteomics	WB	ENSG00000104969
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	O70593	UniProt	25030242	upregulated	proteomics	WB	ENSG00000104969
spinal cord injury	T9	contusion	5d	10116	Sprague-Dawley	spinal cord;parenchyma	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	O70593	UniProt	25030242	upregulated	proteomics	WB	ENSG00000104969
spinal cord injury	T9	contusion	7d	10116	Sprague-Dawley	spinal cord;parenchyma	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	O70593	UniProt	25030242	upregulated	proteomics	WB	ENSG00000104969
spinal cord injury	T9	contusion	12hr	10116	Sprague-Dawley	spinal cord;parenchyma	Proliferating cell nuclear antigen	P04961	UniProt	25030242	upregulated	proteomics	WB	ENSG00000132646
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Proliferating cell nuclear antigen	P04961	UniProt	25030242	upregulated	proteomics	WB	ENSG00000132646
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	Proliferating cell nuclear antigen	P04961	UniProt	25030242	upregulated	proteomics	WB	ENSG00000132646
spinal cord injury	T9	contusion	5d	10116	Sprague-Dawley	spinal cord;parenchyma	Proliferating cell nuclear antigen	P04961	UniProt	25030242	upregulated	proteomics	WB	ENSG00000132646
spinal cord injury	T9	contusion	7d	10116	Sprague-Dawley	spinal cord;parenchyma	Proliferating cell nuclear antigen	P04961	UniProt	25030242	upregulated	proteomics	WB	ENSG00000132646
spinal cord injury	T9	contusion	12hr	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	25030242	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	25030242	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	25030242	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	5d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	25030242	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	7d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	25030242	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	Cyclin-A1	Q6AY13	UniProt	25030242	upregulated	proteomics	WB	ENSG00000133101
spinal cord injury	T9	contusion	5d	10116	Sprague-Dawley	spinal cord;parenchyma	Cyclin-A1	Q6AY13	UniProt	25030242	upregulated	proteomics	WB	ENSG00000133101
spinal cord injury	T9	contusion	7d	10116	Sprague-Dawley	spinal cord;parenchyma	Cyclin-A1	Q6AY13	UniProt	25030242	upregulated	proteomics	WB	ENSG00000133101
spinal cord injury	T9	contusion	12hr	10116	Sprague-Dawley	spinal cord;parenchyma	Cyclin-A1	Q6AY13	UniProt	25030242	upregulated	proteomics	WB	ENSG00000133101
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	G1/S-specific cyclin-D1	P39948	UniProt	25030242	upregulated	proteomics	WB	ENSG00000110092
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	G1/S-specific cyclin-D1	P39948	UniProt	25030242	upregulated	proteomics	WB	ENSG00000110092
spinal cord injury	T9	contusion	5d	10116	Sprague-Dawley	spinal cord;parenchyma	G1/S-specific cyclin-D1	P39948	UniProt	25030242	upregulated	proteomics	WB	ENSG00000110092
spinal cord injury	T9	contusion	7d	10116	Sprague-Dawley	spinal cord;parenchyma	G1/S-specific cyclin-D1	P39948	UniProt	25030242	upregulated	proteomics	WB	ENSG00000110092
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Proliferating cell nuclear antigen	P04961	UniProt	25073870	upregulated	proteomics	WB	ENSG00000132646
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	Proliferating cell nuclear antigen	P04961	UniProt	25073870	upregulated	proteomics	WB	ENSG00000132646
spinal cord injury	T9	contusion	5d	10116	Sprague-Dawley	spinal cord;parenchyma	Proliferating cell nuclear antigen	P04961	UniProt	25073870	upregulated	proteomics	WB	ENSG00000132646
spinal cord injury	T9	contusion	7d	10116	Sprague-Dawley	spinal cord;parenchyma	Proliferating cell nuclear antigen	P04961	UniProt	25073870	upregulated	proteomics	WB	ENSG00000132646
spinal cord injury	T9	contusion	12hr	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	25073870	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	25073870	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	25073870	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	5d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	25073870	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	7d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	25073870	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Caspase-3	P55213	UniProt	25073870	upregulated	proteomics	WB	ENSG00000164305
spinal cord injury	T9	contusion	12hr	10116	Sprague-Dawley	spinal cord;parenchyma	Apoptosis regulator BAX	Q63690	UniProt	25073870	upregulated	proteomics	WB	ENSG00000087088
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Apoptosis regulator BAX	Q63690	UniProt	25073870	upregulated	proteomics	WB	ENSG00000087088
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	Apoptosis regulator BAX	Q63690	UniProt	25073870	upregulated	proteomics	WB	ENSG00000087088
spinal cord injury	T9	contusion	5d	10116	Sprague-Dawley	spinal cord;parenchyma	Apoptosis regulator BAX	Q63690	UniProt	25073870	upregulated	proteomics	WB	ENSG00000087088
spinal cord injury	T9	contusion	7d	10116	Sprague-Dawley	spinal cord;parenchyma	Apoptosis regulator BAX	Q63690	UniProt	25073870	upregulated	proteomics	WB	ENSG00000087088
spinal cord injury	T9	contusion	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Apoptosis regulator BAX	Q63690	UniProt	25073870	upregulated	proteomics	WB	ENSG00000087088
spinal cord injury	T9	contusion	12hr	10116	Sprague-Dawley	spinal cord;parenchyma	Apoptosis regulator Bcl-2	P49950	UniProt	25073870	downregulated	proteomics	WB	ENSG00000171791
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Apoptosis regulator Bcl-2	P49950	UniProt	25073870	downregulated	proteomics	WB	ENSG00000171791
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	Apoptosis regulator Bcl-2	P49950	UniProt	25073870	downregulated	proteomics	WB	ENSG00000171791
spinal cord injury	T9	contusion	5d	10116	Sprague-Dawley	spinal cord;parenchyma	Apoptosis regulator Bcl-2	P49950	UniProt	25073870	downregulated	proteomics	WB	ENSG00000171791
spinal cord injury	T9	contusion	7d	10116	Sprague-Dawley	spinal cord;parenchyma	Apoptosis regulator Bcl-2	P49950	UniProt	25073870	downregulated	proteomics	WB	ENSG00000171791
spinal cord injury	any	contusion	1d	9606	human	spinal cord;CSF	Glial fibrillary acidic protein	P14136	UniProt	25341992	upregulated	proteomics	ELISA	ENSG00000131095
spinal cord injury	any	contusion	2d	9606	human	spinal cord;CSF	Glial fibrillary acidic protein	P14136	UniProt	25341992	upregulated	proteomics	ELISA	ENSG00000131095
spinal cord injury	any	contusion	3d	9606	human	spinal cord;CSF	Glial fibrillary acidic protein	P14136	UniProt	25341992	upregulated	proteomics	ELISA	ENSG00000131095
spinal cord injury	any	contusion	1d	9606	human	spinal cord;CSF	Neurofilament heavy polypeptide	P12036	UniProt	25341992	upregulated	proteomics	ELISA	ENSG00000100285
spinal cord injury	any	contusion	2d	9606	human	spinal cord;CSF	Neurofilament heavy polypeptide	P12036	UniProt	25341992	upregulated	proteomics	ELISA	ENSG00000100285
