condition	level	type	time	species	strain	tissue	gene.name	accession	db	pmid	direction	technique	technique.subtype	ensembl
spinal cord injury	T8	contusion	12hr	10116	Long-Evans	spinal cord;parenchyma	Interleukin-1 beta 	Q63264	UniProt	15073526	upregulated	gene expression	microarray	ENSG00000125538
spinal cord injury	T8	contusion	12hr	10116	Long-Evans	spinal cord;parenchyma	Vimentin	X62952	EMBL	15073526	upregulated	gene expression	microarray	ENSG00000026025
spinal cord injury	T8	contusion	12hr	10116	Long-Evans	spinal cord;parenchyma	NF-L	M25638	EMBL	15073526	downregulated	gene expression	microarray	ENSG00000277586
spinal cord injury	T8	contusion	12hr	10116	Long-Evans	spinal cord;parenchyma	NCKX2	AF021923	EMBL	15073526	downregulated	gene expression	microarray	ENSG00000155886
spinal cord injury	T8	contusion	12hr	10116	Long-Evans	spinal cord;parenchyma	GFAP	AF028784	EMBL	15073526	upregulated	gene expression	microarray	ENSG00000131095
spinal cord injury	T8	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	CCAAT/enhancer-binding protein beta	P21272	UniProt	15073526	upregulated	gene expression	microarray	ENSG00000172216
spinal cord injury	T8	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Early growth response protein 1	P08154	UniProt	15073526	upregulated	gene expression	microarray	ENSG00000120738
spinal cord injury	T8	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Heat shock 27-kDa protein-1 beta 	P42930	UniProt	15073526	upregulated	gene expression	microarray	ENSG00000106211
spinal cord injury	T8	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	HO-1/HSP32	J02722	EMBL	15073526	upregulated	gene expression	microarray	ENSG00000100292
spinal cord injury	T8	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Interleukin-1 beta 	Q63264	UniProt	15073526	upregulated	gene expression	microarray	ENSG00000125538
spinal cord injury	T8	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Vimentin	X62952	EMBL	15073526	upregulated	gene expression	microarray	ENSG00000026025
spinal cord injury	T8	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	NF-L	M25638	EMBL	15073526	downregulated	gene expression	microarray	ENSG00000277586
spinal cord injury	T8	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	NCKX2	AF021923	EMBL	15073526	downregulated	gene expression	microarray	ENSG00000155886
spinal cord injury	T8	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	CD48	X13016	EMBL	15073526	upregulated	gene expression	microarray	ENSG00000117091
spinal cord injury	T8	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	VCAM-1	M84488	EMBL	15073526	upregulated	gene expression	microarray	ENSG00000162692
spinal cord injury	T8	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Na+/K+-Atp1a3	M28648	EMBL	15073526	downregulated	gene expression	microarray	ENSG00000105409
spinal cord injury	T8	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Syt11	AF000423	EMBL	15073526	downregulated	gene expression	microarray	ENSG00000132718
spinal cord injury	T8	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Synaptophysin	X06655	EMBL	15073526	downregulated	gene expression	microarray	ENSG00000102003
spinal cord injury	T8	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Insulin-like growth factor I	P08025	UniProt	15073526	upregulated	gene expression	microarray	ENSG00000017427
spinal cord injury	T8	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	MAG	M22357	EMBL	15073526	downregulated	gene expression	microarray	ENSG00000105695
spinal cord injury	T8	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Microtubule-associated protein 2	P15146	UniProt	15073526	upregulated	gene expression	microarray	ENSG00000078018
spinal cord injury	T8	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	E3 ubiquitin-protein ligase Praja-2	Q63364	UniProt	15073526	downregulated	gene expression	microarray	ENSG00000198961
spinal cord injury	T8	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Apolipoprotein E	P02650	UniProt	15073526	upregulated	gene expression	microarray	ENSG00000130203
spinal cord injury	T8	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Catechol O-methyltransferase	P22734	UniProt	15073526	upregulated	gene expression	microarray	ENSG00000093010
spinal cord injury	T8	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Cathepsin-K	O35186	UniProt	15073526	upregulated	gene expression	microarray	ENSG00000143387
spinal cord injury	T8	hemisection	14d	10090	C57/BL6	spinal cord;parenchyma	Angiopoietin-1	O08538	UniProt	15352216	upregulated	gene expression	microarray	ENSG00000154188
spinal cord injury	T8	hemisection	14d	10090	C57/BL6	spinal cord;parenchyma	Vascular endothelial growth factor C	P97953	UniProt	15352216	upregulated	gene expression	microarray	ENSG00000150630
spinal cord injury	T8	hemisection	14d	10090	C57/BL6	spinal cord;parenchyma	Vascular endothelial growth factor receptor 1	P35969	UniProt	15352216	upregulated	gene expression	microarray	ENSG00000102755
spinal cord injury	T8	hemisection	14d	10090	C57/BL6	spinal cord;parenchyma	Vascular endothelial growth factor receptor 3	P35917	UniProt	15352216	upregulated	gene expression	microarray	ENSG00000037280
spinal cord injury	T8	hemisection	14d	10090	C57/BL6	spinal cord;parenchyma	Angiopoietin-1 receptor	Q02858	UniProt	15352216	upregulated	gene expression	microarray	ENSG00000120156
spinal cord injury	T8	hemisection	14d	10090	C57/BL6	spinal cord;parenchyma	Proteinase-activated receptor 1	P30558	UniProt	15352216	upregulated	gene expression	microarray	ENSG00000181104
spinal cord injury	T8	hemisection	14d	10090	C57/BL6	spinal cord;parenchyma	Endoglin	Q63961	UniProt	15352216	upregulated	gene expression	microarray	ENSG00000106991
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Neuritin	O08957	UniProt	15522907	upregulated	gene expression	microarray	ENSG00000124785
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Microtubule-associated protein 1A	P34926	UniProt	15522907	upregulated	gene expression	microarray	ENSG00000166963
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Attractin	Q99J86	UniProt	15522907	upregulated	gene expression	microarray	ENSG00000088812
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Myelin-oligodendrocyte glycoprotein	Q63345	UniProt	15522907	upregulated	gene expression	microarray	ENSG00000137345
spinal cord injury	T9	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Early growth response protein 1	P08154	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000120738
spinal cord injury	T9	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	CD48	X13016	EMBL	16517380	upregulated	gene expression	microarray	ENSG00000117091
spinal cord injury	T9	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	VCAM-1	M84488	EMBL	16517380	upregulated	gene expression	microarray	ENSG00000162692
spinal cord injury	T9	contusion	42d	10116	Sprague-Dawley	spinal cord;parenchyma	Pld2	D88672	EMBL	16517380	upregulated	gene expression	microarray	ENSG00000129219
spinal cord injury	T9	contusion	42d	10116	Sprague-Dawley	spinal cord;parenchyma	Beta-arrestin-2	P29067	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000141480
spinal cord injury	T9	contusion	42d	10116	Sprague-Dawley	spinal cord;parenchyma	Tubulin beta-5 chain	P69897	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000196230
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	TGFbr1	L26110	EMBL	16517380	upregulated	gene expression	microarray	ENSG00000106799
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Bzrp	J05122	EMBL	16517380	upregulated	gene expression	microarray	ENSG00000100300
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Synuclein g	X86789	EMBL	16517380	upregulated	gene expression	microarray	ENSG00000173267
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	t-PA	M23697	EMBL	16517380	upregulated	gene expression	microarray	ENSG00000104368
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	P2X-4	U47031	EMBL	16517380	upregulated	gene expression	microarray	ENSG00000135124
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Heat shock 27-kDa protein-1 beta 	P42930	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000106211
spinal cord injury	T9	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Synaptophysin	X06655	EMBL	16517380	downregulated	gene expression	microarray	ENSG00000102003
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	MAP1b	U52950	EMBL	16517380	downregulated	gene expression	microarray	ENSG00000131711
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	K1 channel	X62840	EMBL	16517380	downregulated	gene expression	microarray	ENSG00000129159
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	PD-2	D28560	EMBL	16517380	downregulated	gene expression	microarray	ENSG00000136960
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	V-gated K1 channel	M59980	EMBL	16517380	downregulated	gene expression	microarray	ENSG00000184408
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Neurogranin	L09119	EMBL	16517380	downregulated	gene expression	microarray	ENSG00000154146
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Prkar2b	M12492	EMBL	16517380	downregulated	gene expression	microarray	ENSG00000005249
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Plasma membrane calcium-transporting ATPase 2	P11506	UniProt	16517380	downregulated	gene expression	microarray	ENSG00000157087
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Neurofilament heavy polypeptide	P16884	UniProt	16517380	downregulated	gene expression	microarray	ENSG00000100285
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Sv2a	L05435	EMBL	16517380	downregulated	gene expression	microarray	ENSG00000159164
spinal cord injury	T9	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Heat shock protein beta-1	P42930	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000106211
spinal cord injury	T9	contusion	42d	10116	Sprague-Dawley	spinal cord;parenchyma	Heat shock protein beta-1	P42930	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000106211
spinal cord injury	T9	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Vimentin	X62952	EMBL	16517380	upregulated	gene expression	microarray	ENSG00000026025
spinal cord injury	T9	contusion	42d	10116	Sprague-Dawley	spinal cord;parenchyma	Vimentin	X62952	EMBL	16517380	upregulated	gene expression	microarray	ENSG00000026025
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Vimentin	X62952	EMBL	16517380	upregulated	gene expression	microarray	ENSG00000026025
spinal cord injury	T9	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Insulin-like growth factor I	P08025	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000017427
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Insulin-like growth factor I	P08025	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000017427
spinal cord injury	T9	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Silence factor B	X60769	EMBL	16517380	upregulated	gene expression	microarray	ENSG00000172216
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Silence factor B	X60769	EMBL	16517380	upregulated	gene expression	microarray	ENSG00000172216
spinal cord injury	T9	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Microtubule-associated protein 2	P15146	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000078018
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Microtubule-associated protein 2	P15146	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000078018
spinal cord injury	T9	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Apolipoprotein E	P02650	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000130203
spinal cord injury	T9	contusion	42d	10116	Sprague-Dawley	spinal cord;parenchyma	Apolipoprotein E	P02650	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000130203
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Apolipoprotein E	P02650	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000130203
spinal cord injury	T9	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Heme oxygenase 1	P06762	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000100292
spinal cord injury	T9	contusion	42d	10116	Sprague-Dawley	spinal cord;parenchyma	Heme oxygenase 1	P06762	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000100292
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Heme oxygenase 1	P06762	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000100292
spinal cord injury	T9	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Caspase-1	P43527	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000137752
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Caspase-1	P43527	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000137752
spinal cord injury	T9	contusion	42d	10116	Sprague-Dawley	spinal cord;parenchyma	Early growth response protein 1	P08154	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000120738
spinal cord injury	T9	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Cathepsin K	O35186	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000143387
spinal cord injury	T9	contusion	42d	10116	Sprague-Dawley	spinal cord;parenchyma	Cathepsin K	O35186	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000143387
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Cathepsin K	O35186	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000143387
spinal cord injury	T9	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Catechol O-methyltransferase	P22734	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000093010
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Catechol O-methyltransferase	P22734	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000093010
spinal cord injury	T9	contusion	42d	10116	Sprague-Dawley	spinal cord;parenchyma	GFAP	AF028784	EMBL	16517380	upregulated	gene expression	microarray	ENSG00000131095
spinal cord injury	T9	contusion	42d	10116	Sprague-Dawley	spinal cord;parenchyma	Mpz	K03242	EMBL	16517380	upregulated	gene expression	microarray	ENSG00000158887
spinal cord injury	T9	contusion	42d	10116	Sprague-Dawley	spinal cord;parenchyma	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	P54311	UniProt	16517380	upregulated	gene expression	microarray	ENSG00000078369
spinal cord injury	T9	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	MAG	M22357	EMBL	16517380	downregulated	gene expression	microarray	ENSG00000105695
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	MAG	M22357	EMBL	16517380	downregulated	gene expression	microarray	ENSG00000105695
spinal cord injury	T9	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Methylsterol monooxygenase 1	O35532	UniProt	16517380	downregulated	gene expression	microarray	ENSG00000052802
spinal cord injury	T9	contusion	42d	10116	Sprague-Dawley	spinal cord;parenchyma	Methylsterol monooxygenase 1	O35532	UniProt	16517380	downregulated	gene expression	microarray	ENSG00000052802
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Methylsterol monooxygenase 1	O35532	UniProt	16517380	downregulated	gene expression	microarray	ENSG00000052802
spinal cord injury	T9	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Syt11	AF000423	EMBL	16517380	downregulated	gene expression	microarray	ENSG00000132718
spinal cord injury	T9	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Atp1a3	M28648	EMBL	16517380	downregulated	gene expression	microarray	ENSG00000105409
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Atp1a3	M28648	EMBL	16517380	downregulated	gene expression	microarray	ENSG00000105409
spinal cord injury	T9	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	Nfl	M25638	EMBL	16517380	downregulated	gene expression	microarray	ENSG00000277586
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Nfl	M25638	EMBL	16517380	downregulated	gene expression	microarray	ENSG00000277586
spinal cord injury	T9	contusion	42d	10116	Long-Evans	spinal cord;parenchyma	NCKX2	AF021923	EMBL	16517380	downregulated	gene expression	microarray	ENSG00000155886
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	NCKX2	AF021923	EMBL	16517380	downregulated	gene expression	microarray	ENSG00000155886
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	Glycine receptor subunit alpha-2	P22771	UniProt	16517380	downregulated	gene expression	microarray	ENSG00000101958
spinal cord injury	T9	contusion	42d	10116	Sprague-Dawley	spinal cord;parenchyma	SNAP 25B	AB003992	EMBL	16517380	downregulated	gene expression	microarray	ENSG00000132639
spinal cord injury	T9	contusion	42d	10116	Lewis	spinal cord;parenchyma	SNAP 25B	AB003992	EMBL	16517380	downregulated	gene expression	microarray	ENSG00000132639
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Bad	NM_022698	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000002330
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Bak1	NM_053812	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000030110
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Bcl10	NM_031328	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000142867
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Bcl2a1	NM_133416	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000140379
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Bcl2l1	NM_031535	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000129473
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Bcl2l1	NM_031535	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000171552
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Bid	NM_022684	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000015475
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Bik	NM_053704	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000100290
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Birc3	NM_023987	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000023445
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Birc5	NM_022274	RefSeq_NT	19469692	downregulated	gene expression	microarray	ENSG00000089685
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Cflar (Flip)	NM_057138	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000003402
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Casp1	NM_012762	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000137752
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Casp3	NM_012922	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000164305
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Casp7	NM_022260	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000165806
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Casp8	NM_022277	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000064012
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Casp9	NM_031632	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000132906
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Dffb (Cad)	NM_053362	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000169598
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Fadd	NM_152937	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000168040
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Tnfrsf6 (Fas)	NM_139194	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000026103
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	CD40lg	NM_053353	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000102245
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Lta (Tnfb)	NM_080769	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000230279
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	TNF-alpha	NM_012675	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000204490
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Tnfrsf1a (TNFR1)	NM_013091	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000067182
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Tnfrsf1b (TNFR2)	NM_130426	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000028137
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Tnfrsf5 (CD40)	NM_134360	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000101017
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Tp53 (P53)	NM_030989	RefSeq_NT	19469692	upregulated	gene expression	microarray	ENSG00000141510
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Protein Tradd	D3ZZC5	UniProt	19469692	upregulated	gene expression	microarray	ENSG00000102871
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Protein Traf1	M0R5V5	UniProt	19469692	upregulated	gene expression	microarray	ENSG00000056558
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	"Activin A receptor, type 1"	NM_024486	RefSeq_NT	19663807	downregulated	gene expression	microarray	ENSG00000115170
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	"BMP and activin membrane-bound inhibitor, homolog (Xenopus laevis)"	NM_139082	RefSeq_NT	19663807	downregulated	gene expression	microarray	ENSG00000095739
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	Bone gamma-carboxyglutamate protein 2	NM_013414	RefSeq_NT	19663807	downregulated	gene expression	microarray	ENSG00000242252
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	Bone morphogenetic protein 6	NM_013107	RefSeq_NT	19663807	downregulated	gene expression	microarray	ENSG00000153162
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	"Bone morphogenetic protein receptor, type 1B (mapped)"	NM_001014259	RefSeq_NT	19663807	downregulated	gene expression	microarray	ENSG00000161980
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	Cell division cycle 25 homolog A	NM_133571	RefSeq_NT	19663807	downregulated	gene expression	microarray	ENSG00000164045
spinal cord injury	L1	ischemia	6hr	10116	Sprague-Dawley	spinal cord;vasculature	Cyclin-dependent kinase inhibitor 1A	NM_080782	RefSeq_NT	19663807	upregulated	gene expression	microarray	ENSG00000124762
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	Chordin	Q63148	UniProt	19663807	downregulated	gene expression	microarray	ENSG00000090539
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	"Procollagen, type 1, alpha 1"	P02454	UniProt	19663807	downregulated	gene expression	microarray	ENSG00000108821
spinal cord injury	L1	ischemia	6hr	10116	Sprague-Dawley	spinal cord;vasculature	Cystatin C	NM_012837	RefSeq_NT	19663807	downregulated	gene expression	microarray	ENSG00000101439
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	Cystatin C	NM_012837	RefSeq_NT	19663807	downregulated	gene expression	microarray	ENSG00000101439
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	FK506 binding protein 1b	NM_022675	RefSeq_NT	19663807	downregulated	gene expression	microarray	ENSG00000119782
spinal cord injury	L1	ischemia	6hr	10116	Sprague-Dawley	spinal cord;vasculature	FB3 murine osteosarcoma viral oncogene homolog	NM_022197	RefSeq_NT	19663807	upregulated	gene expression	microarray	ENSG00000170345
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	FB3 murine osteosarcoma viral oncogene homolog	NM_022197	RefSeq_NT	19663807	upregulated	gene expression	microarray	ENSG00000170345
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	Inhibitor of DNA binding 2	NM_013060	RefSeq_NT	19663807	downregulated	gene expression	microarray	ENSG00000115738
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	Insulin-like growth factor binding protein 3	NM_012588	RefSeq_NT	19663807	upregulated	gene expression	microarray	ENSG00000146674
spinal cord injury	L1	ischemia	6hr	10116	Sprague-Dawley	spinal cord;vasculature	Interleukin 6	NM_012589	RefSeq_NT	19663807	upregulated	gene expression	microarray	ENSG00000136244
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	Inhibin alpha	NM_012590	RefSeq_NT	19663807	downregulated	gene expression	microarray	ENSG00000123999
spinal cord injury	L1	ischemia	6hr	10116	Sprague-Dawley	spinal cord;vasculature	Jun oncogene	NM_021835	RefSeq_NT	19663807	upregulated	gene expression	microarray	ENSG00000177606
spinal cord injury	L1	ischemia	6hr	10116	Sprague-Dawley	spinal cord;vasculature	Jun-B oncogene	NM_021836	RefSeq_NT	19663807	upregulated	gene expression	microarray	ENSG00000171223
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	Latent transforming growth factor beta binding protein 1	NM_021587	RefSeq_NT	19663807	downregulated	gene expression	microarray	ENSG00000049323
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	Myelocytomatosis viral oncogene homolog (avian)	NM_012603	RefSeq_NT	19663807	upregulated	gene expression	microarray	ENSG00000136997
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	Noggin	Q62809	UniProt	19663807	downregulated	gene expression	microarray	ENSG00000183691
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	"Plasminogen activator, tissue"	NM_013151	RefSeq_NT	19663807	downregulated	gene expression	microarray	ENSG00000104368
spinal cord injury	L1	ischemia	6hr	10116	Sprague-Dawley	spinal cord;vasculature	"Plasminogen activator, urokinase"	NM_013085	RefSeq_NT	19663807	upregulated	gene expression	microarray	ENSG00000122861
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	"Plasminogen activator, urokinase"	NM_013085	RefSeq_NT	19663807	upregulated	gene expression	microarray	ENSG00000122861
spinal cord injury	L1	ischemia	6hr	10116	Sprague-Dawley	spinal cord;vasculature	"Serine (or cysteine) peptidase inhibitor, clade E, member 1"	NM_012620	RefSeq_NT	19663807	upregulated	gene expression	microarray	ENSG00000106366
